baseClass,baseLabel,superClass,superLabel
HP:0007827,Nodular corneal dystrophy,HP:0011494,Generalized opacification of the cornea
UBERON:0004325,middle phalanx of pedal digit 3,UBERON:0003642,pedal digit 3 phalanx
UBERON:0006645,adventitia of epididymis,UBERON:0014403,male anatomical structure
HP:0012052,"Low serum calcitriol (1,25-dihydroxycholecalciferol)",HP:0100511,Abnormality of vitamin D metabolism
UBERON:0005818,cephalic flexure,UBERON:0005817,neuraxis flexure
HP:0004001,Medially deficient radial epiphyses,HP:0003999,Abnormality of radial epiphyses
UBERON:0008591,depressor supercilii,UBERON:0001577,facial nerve muscle
UBERON:0005562,thymus primordium,UBERON:0003351,pharyngeal epithelium
UBERON:0001946,inferior colliculus,UBERON:0015212,lateral structure
HP:0009397,Fragmentation of the epiphyses of the 4th finger,HP:0009174,Abnormality of the epiphyses of the 4th finger
DOID:4829,adenosquamous cell lung carcinoma,DOID:3908,non-small cell lung carcinoma
UBERON:2000901,hypaxial region somite 7,UBERON:0003895,hypaxial myotome region
DOID:6494,pediatric myxoid chondrosarcoma,DOID:5861,myxoid chondrosarcoma
DOID:8221,upper clivus meningioma,DOID:6517,clivus meningioma
UBERON:2002003,posterior dentation of dorsal fin spine 2,UBERON:4100000,skeletal element projection
HP:0100931,Sclerosis of the proximal phalanx of the 2nd toe,HP:0100926,Sclerosis of the phalanges of the 2nd toe
CL:0000723,somatic stem cell,CL:0002371,somatic cell
HP:0003204,Intracellular accumulation of autofluorescent lipopigment storage material,HP:0011017,Abnormality of cell physiology
DOID:12568,dyscalculia,DOID:8927,learning disability
HP:0009573,Patchy sclerosis of the middle phalanx of the 2nd finger,HP:0100904,Sclerosis of the middle phalanx of the 2nd finger
UBERON:0002215,synchondrosis,UBERON:0002209,fibrous joint
HP:0003834,Shoulder dislocation,HP:0003043,Abnormality of the shoulder
HP:0012510,Extra-axial cerebrospinal fluid accumulation,HP:0002921,Abnormality of the cerebrospinal fluid
HP:0009023,Abdominal wall muscle weakness,HP:0010991,Abnormality of the abdominal musculature
CL:1000271,lung ciliated cell,CL:0000064,ciliated cell
UBERON:0006247,iliac pre-cartilage condensation,UBERON:0005866,pre-cartilage condensation
CL:0000945,lymphocyte of B lineage,CL:0000542,lymphocyte
HP:0007349,Distal motor neuropathy,HP:0002450,Abnormality of the motor neurons
HP:0007945,Choroidal degeneration,HP:0000610,Abnormality of the choroid
DOID:0050893,gallbladder adenoma,DOID:0050625,biliary tract neoplasm
HP:0002475,Meningomyelocele,HP:0002435,Meningocele
DOID:0050884,triosephosphate isomerase deficiency,DOID:4194,glucose metabolism disease
HP:0007740,Long eyelashes in irregular rows,HP:0000527,Long eyelashes
HP:0200022,Choroid plexus papilloma,HP:0100835,Benign neoplasm of the central nervous system
HP:0002637,Cerebral ischemia,HP:0009145,Abnormality of cerebral artery
NCBITaxon:1656,Actinomyces viscosus,NCBITaxon:1654,Actinomyces
UBERON:0002223,endolymphatic sac,UBERON:0006937,inner ear epithelium
UBERON:4200111,prepelvic fin spine,UBERON:0004529,anatomical projection
DOID:1930,Laurence-Moon syndrome,DOID:0050737,autosomal recessive disease
UBERON:0008465,abductor pollicis brevis muscle,UBERON:0001500,muscle of manus
CL:0002343,decidual natural killer cell,CL:0000824,mature natural killer cell
UBERON:3010786,pars subvertebralis,UBERON:0008777,hypaxial musclulature
UBERON:0002877,parasolitary nucleus,UBERON:0007635,nucleus of medulla oblongata
CL:1000708,ureter adventitial cell,CL:1000601,ureteral cell
DOID:12972,intrapelvic lymph node leukemic reticuloendotheliosis,DOID:10619,lymph node cancer
HP:0004919,Galactose intolerance,HP:0004915,Impairment of galactose metabolism
UBERON:0005607,hyaloid vascular plexus,UBERON:0005629,vascular plexus
DOID:10393,secondary hypertrophic osteoarthropathy,DOID:381,arthropathy
UBERON:0002964,dorsal oculomotor nucleus,UBERON:0007414,nucleus of midbrain tegmentum
UBERON:0000415,artery wall,UBERON:0004120,mesoderm-derived structure
DOID:9296,cleft lip,DOID:0050567,orofacial cleft
HP:0012380,Reduced carnitine O-palmitoyltransferase activity,HP:0012379,Abnormal enzyme/coenzyme activity
UBERON:0013777,skin of palm of manus,UBERON:0013776,skin of palmar/plantar part of autopod
HP:0007311,Short stepped shuffling gait,HP:0002362,Shuffling gait
HP:0006166,Tubular metacarpal bones,HP:0005916,Abnormal metacarpal morphology
HP:0004491,Large posterior fontanelle,HP:0000239,Large fontanelles
UBERON:0000017,exocrine pancreas,UBERON:0004119,endoderm-derived structure
UBERON:0006877,vasculature of liver,UBERON:0006876,vasculature of organ
UBERON:0008594,zygomaticus minor muscle,UBERON:0010437,zygomaticus muscle
UBERON:0004001,olfactory bulb layer,UBERON:0010314,structure with developmental contribution from neural crest
DOID:0060022,CD40 ligand deficiency,DOID:628,combined T cell and B cell immunodeficiency
UBERON:4200020,suprascapular fossa,UBERON:0004704,bone fossa
DOID:5884,benign intermediate mesothelioma,DOID:2645,benign mesothelioma
DOID:12342,retroperitoneum carcinoma,DOID:5875,retroperitoneal cancer
UBERON:0014761,spinal trigeminal tract,UBERON:0007702,tract of brain
DOID:13138,acute proliferative glomerulonephritis,DOID:2921,glomerulonephritis
UBERON:0007626,subparaventricular zone,UBERON:0003048,regional part of hypothalamus
UBERON:2000315,asteriscus,UBERON:0002280,otolith
HP:0003137,Prolinuria,HP:0010907,Abnormality of proline metabolism
DOID:3908,non-small cell lung carcinoma,DOID:3905,lung carcinoma
UBERON:0014950,layer of developing cerebral cortex,UBERON:0005423,developing anatomical structure
UBERON:0002544,digit,UBERON:0005881,limb outgrowth
UBERON:0008335,ventrolateral sulcus of medulla oblongata,UBERON:0008334,subarachnoid sulcus
UBERON:0000920,egg chorion,UBERON:0000478,extraembryonic structure
DOID:997,uterine inversion,DOID:345,uterine disease
UBERON:0008880,annelid pygidium,UBERON:0000914,organismal segment
HP:0100180,Absent epiphysis of the middle phalanx of the 4th toe,HP:0100066,Absent epiphyses of the 4th toe
UBERON:0010192,genital artery,UBERON:0012254,abdominal aorta artery
DOID:1967,leiomyosarcoma,DOID:4230,smooth muscle cancer
HP:0010133,Ivory epiphysis of the proximal phalanx of the hallux,HP:0010119,Ivory epiphyses of the hallux
DOID:5843,posteroinferior myocardial infarction,DOID:5844,myocardial infarction
UBERON:0001942,medial habenular nucleus,UBERON:0007692,nucleus of thalamus
UBERON:0004984,mucosa of seminal vesicle,UBERON:0000344,mucosa
UBERON:0011048,obturator internus,UBERON:0011043,obturator muscle
UBERON:0003485,vagina sebaceous gland,UBERON:0001821,sebaceous gland
HP:0009517,Fragmentation of the epiphysis of the middle phalanx of the 2nd finger,HP:0009500,Abnormality of the epiphysis of the middle phalanx of the 2nd finger
CL:0002326,luminal epithelial cell of mammary gland,CL:0000069,branched duct epithelial cell
CL:0002113,B220-low CD38-negative unswitched memory B cell,CL:0002112,B220-positive CD38-negative unswitched memory B cell
HP:0011484,Posterior synechiae of the anterior chamber,HP:0007833,Anterior chamber synechiae
HP:0009986,Complete duplication of the phalanges of the 5th finger,HP:0009985,Duplication of phalanx of 5th finger
UBERON:0006957,submandibular gland primordium epithelium,UBERON:0005291,embryonic tissue
DOID:5153,atypical neurofibroma,DOID:962,neurofibroma
UBERON:0007263,intervertebral disk of sixth cervical vertebra,UBERON:0007252,intervertebral disk of cervical vertebra
UBERON:0005816,posterior tubercle of transverse process of cervical vertebra,UBERON:0004120,mesoderm-derived structure
HP:0002979,Bowing of the legs,HP:0002814,Abnormality of the lower limb
HP:0009313,Patchy sclerosis of the proximal phalanx of the 4th finger,HP:0100910,Sclerosis of the proximal phalanx of the 4th finger
CL:0000666,fenestrated cell,CL:0002371,somatic cell
HP:0002611,Cholestatic liver disease,HP:0001396,Cholestasis
HP:0200050,Bracket metacarpal epiphyses,HP:0005913,Abnormality of metacarpal epiphyses
UBERON:0008923,sublaminar layer S2,UBERON:0009733,sublaminar layers S1 or S2 or S3
UBERON:0002038,substantia nigra,UBERON:0009661,midbrain nucleus
DOID:10325,silicosis,DOID:10316,pneumoconiosis
UBERON:0005625,tubotympanic recess lumen,UBERON:0002553,anatomical cavity
UBERON:0006854,distal straight tubule postmacula segment,UBERON:0006853,renal cortex tubule
HP:0001960,Hypokalemic metabolic alkalosis,HP:0001949,Hypokalemic alkalosis
UBERON:0002785,regional part of lateral hypothalamic region,UBERON:0003048,regional part of hypothalamus
CL:0000651,mucous neck cell,CL:0000319,mucus secreting cell
HP:0008482,Asymmetry of spinal facet joints,HP:0003312,Abnormal form of the vertebral bodies
UBERON:0001826,nasal cavity mucosa,UBERON:0004119,endoderm-derived structure
UBERON:0006525,left lung alveolar system,UBERON:0004119,endoderm-derived structure
HP:0012743,Abdominal obesity,HP:0001513,Obesity
CL:0000644,Bergmann glial cell,CL:0000127,astrocyte
DOID:7531,anal gland adenocarcinoma,DOID:3447,anus adenocarcinoma
UBERON:2001378,axial hypoblast,UBERON:0005291,embryonic tissue
UBERON:0001440,forelimb skeleton,UBERON:0007272,pectoral appendage skeleton
UBERON:0013518,coccygeal vertebra pre-cartilage condensation,UBERON:0013504,caudal vertebra pre-cartilage condensation
HP:0100523,Liver abscess,HP:0001392,Abnormality of the liver
HP:0009242,Osteolytic defects of the distal phalanx of the 5th finger,HP:0009839,Osteolytic defects of the distal phalanges of the hand
UBERON:0014699,extraembryonic venous system,UBERON:0014701,extraembryonic vascular system
HP:0100509,Abnormality of vitamin C metabolism,HP:0100508,Abnormality of vitamin metabolism
CL:0000600,heterokaryon,CL:0000228,multinucleate cell
HP:0002362,Shuffling gait,HP:0001288,Gait disturbance
UBERON:0003464,hindlimb bone,UBERON:0015022,hindlimb endochondral element
DOID:12029,sympathetic ophthalmia,DOID:417,hypersensitivity reaction type II disease
HP:0002659,Increased susceptibility to fractures,HP:0011843,Abnormality of skeletal physiology
HP:0003041,Humeroradial synostosis,HP:0100744,Abnormality of the humeroradial joint
CL:0002667,type 5 otic fibrocyte,CL:0002665,otic fibrocyte
NCBITaxon:5583,Exophiala,NCBITaxon:82104,mitosporic Herpotrichiellaceae
UBERON:0015453,subcutaneous lymph node,UBERON:0000029,lymph node
UBERON:2000993,lateral wall neural rod,UBERON:0004121,ectoderm-derived structure
UBERON:2001364,hemal spine,UBERON:0002513,endochondral bone
DOID:9074,systemic lupus erythematosus,DOID:8857,lupus erythematosus
UBERON:0009961,esophagus smooth muscle longitudinal layer,UBERON:0004120,mesoderm-derived structure
DOID:0060114,vaginal benign neoplasm,DOID:0060086,female reproductive organ benign neoplasm
UBERON:0003051,ear vesicle,UBERON:0010314,structure with developmental contribution from neural crest
DOID:13948,bladder neck obstruction,DOID:365,bladder disease
DOID:0080037,Worth's syndrome,DOID:205,hyperostosis
UBERON:4200011,pedal centrale,UBERON:0001447,tarsal bone
HP:0012011,EEG with occipital focal spike waves,HP:0011197,EEG with focal spike waves
CL:0000608,zygospore,CL:0000596,sexual spore
UBERON:2001001,epaxial region somite 13,UBERON:0003900,epaxial myotome region
HP:0009344,Stippling of the epiphysis of the distal phalanx of the 3rd finger,HP:0009419,Stippling of the epiphyses of the 3rd finger
DOID:0050132,inflammatory diarrhea,DOID:13250,diarrhea
DOID:2247,spondylosis,DOID:0080010,bone structure disease
HP:0007369,Atrophy/Degeneration affecting the cerebrum,HP:0002060,Abnormality of the cerebrum
HP:0100099,Abnormality of the epiphysis of the proximal phalanx of the 5th toe,HP:0010341,Abnormality of the epiphyses of the 5th toe
DOID:2682,intracystic papillary adenoma,DOID:2615,papilloma
DOID:1496,echinococcosis,DOID:883,parasitic helminthiasis infectious disease
UBERON:0005401,cerebral hemisphere grey matter,UBERON:0011300,gray matter of telencephalon
CL:0000764,erythroid lineage cell,CL:0000763,myeloid cell
HP:0011618,Pulmonary situs ambiguus with bilateral morphologic right lungs,HP:0011617,Pulmonary situs ambiguus
UBERON:3000288,maxillopalatine,UBERON:0008907,dermal bone
DOID:3777,granuloma annulare,DOID:2723,dermatitis
DOID:9375,Fuchs' heterochromic uveitis,DOID:225,syndrome
HP:0000554,Uveitis,HP:0000553,Abnormality of the uvea
CL:1001016,kidney loop of henle ascending limb epithelial cell,CL:0002305,epithelial cell of distal tubule
UBERON:0009973,ureterovesical junction,UBERON:0006554,urinary system structure
HP:0012423,Colonic inertia,HP:0012700,Abnormal large intestine physiology
UBERON:0006472,Brodmann (1909) area 6,UBERON:0013529,Brodmann area
HP:0004326,Cachexia,HP:0001824,Weight loss
HP:0007651,Ectropion of lower eyelids,HP:0000656,Ectropion
DOID:11541,recurrent corneal erosion,DOID:1237,corneal degeneration
UBERON:0009495,extrahepatic part of biliary bud,UBERON:0005911,endo-epithelium
UBERON:0002832,ventral nucleus of trapezoid body,UBERON:0003528,brain grey matter
CL:0002355,primitive red blood cell,CL:0002417,primitive erythroid lineage cell
UBERON:0002532,epiblast (generic),UBERON:0002050,embryonic structure
UBERON:0012129,radial head of humerus,UBERON:0005055,zone of long bone
CL:0000972,class switched memory B cell,CL:0000787,memory B cell
HP:0009180,Ulnar deviation of the 5th finger,HP:0009179,Deviation of the 5th finger
HP:0011387,Enlarged vestibular aqueduct,HP:0011376,Morphological abnormality of the vestibule of the inner ear
DOID:9471,meningitis,DOID:331,central nervous system disease
UBERON:0002248,transverse pericardial sinus,UBERON:0010279,pericardial sinus
UBERON:0004256,hindlimb zeugopod muscle,UBERON:0001383,muscle of leg
UBERON:0006224,elbow joint primordium,UBERON:0001048,primordium
UBERON:0002662,medial pes lemniscus,UBERON:0014891,brainstem white matter
UBERON:0007635,nucleus of medulla oblongata,UBERON:0009662,hindbrain nucleus
UBERON:0016419,bony part of vertebral arch,UBERON:0005913,zone of bone organ
HP:0007191,Tropical spastic paraparesis,HP:0002313,Spastic paraparesis
HP:0010894,Abnormality of serine family amino acid metabolism,HP:0004337,Abnormality of amino acid metabolism
HP:0001677,Coronary artery disease,HP:0002621,Atherosclerosis
HP:0000738,Hallucinations,HP:0000708,Behavioural/Psychiatric Abnormality
UBERON:0010305,region of conjunctiva,UBERON:0004121,ectoderm-derived structure
HP:0003020,Enlargement of the wrists,HP:0003019,Abnormality of the wrist
HP:0011046,Agenesis of primary maxillary central incisor,HP:0006293,Agenesis of maxillary central incisor
UBERON:0008611,scalene muscle,UBERON:0002377,muscle of neck
UBERON:0003635,pedal digit 5,UBERON:0001466,pedal digit
DOID:0050433,fatal familial insomnia,DOID:649,prion disease
UBERON:0003099,cranial neural crest,UBERON:0005291,embryonic tissue
DOID:8635,uvula cancer,DOID:8578,soft palate cancer
UBERON:0012118,infraspinatus tendon,UBERON:0000043,tendon
NCBITaxon:117571,Euteleostomi,NCBITaxon:117570,Teleostomi
NCBITaxon:7197,Psychodidae,NCBITaxon:41831,Psychodoidea
UBERON:2102027,pectoral fin proximal radial element 2,UBERON:2101587,pectoral fin proximal radial element
DOID:5032,pineal gland cancer,DOID:170,endocrine gland cancer
HP:0010850,EEG with spike-wave complexes,HP:0011198,EEG with generalized epileptiform discharges
UBERON:0016399,lymph node of upper limb,UBERON:0000029,lymph node
HP:0009435,Symphalangism of middle phalanx of 3rd finger,HP:0004172,Abnormality of the middle phalanx of the 3rd finger
UBERON:0001103,diaphragm,UBERON:0003831,respiratory system muscle
HP:0005063,"Fragmented, irregular epiphyses",HP:0100168,Fragmented epiphyses
UBERON:0004668,fourth ventricle aperture,UBERON:0004121,ectoderm-derived structure
DOID:1974,adenosarcoma,DOID:4236,carcinosarcoma
HP:0003165,Elevated circulating parathyroid hormone (PTH) level,HP:0100530,Abnormality of calcium-phosphate metabolism
UBERON:0006757,lateral lingual swelling,UBERON:0005423,developing anatomical structure
DOID:12257,medulloadrenal hyperfunction,DOID:9553,adrenal gland disease
CL:1000718,kidney inner medulla collecting duct principal cell,CL:1001431,kidney collecting duct principal cell
