baseClass,baseLabel,superClass,superLabel
OMIM:256860,"Neuropathy, Hereditary Sensory, Atypical",DOID:0050548,hereditary sensory neuropathy
OMIM:244200,Hypogonadotropic Hypogonadism 3 With Or Without Anosmia,DOID:3614,Kallmann syndrome
OMIM:612952,Aicardi-Goutieres Syndrome 5,DOID:0050629,Aicardi-Goutieres syndrome
OMIM:601813,Exudative Vitreoretinopathy 4,DOID:0050535,exudative vitreoretinopathy
OMIM:274500,Thyroid Dyshormonogenesis 2a,DOID:0050328,congenital hypothyroidism
OMIM:269700,"Lipodystrophy, Congenital Generalized, Type 2",DOID:0050585,congenital generalized lipodystrophy
OMIM:615072,"Brachydactyly, Type A1, C",DOID:0050581,brachydactyly
OMIM:610896,Branchiootorenal Syndrome 2,DOID:14702,branchiootorenal syndrome
OMIM:300147,"Prostate Cancer, Hereditary, X-Linked 1",DOID:10283,prostate cancer
OMIM:601543,"Deafness, Autosomal Dominant 12",DOID:0050564,autosomal dominant nonsyndromic deafness
OMIM:602541,"Muscular Dystrophy, Congenital, Megaconial Type",DOID:0050557,congenital muscular dystrophy
OMIM:613506,"Agammaglobulinemia 5, Autosomal Dominant",DOID:2583,agammaglobulinemia
OMIM:613115,"Neuropathy, Hereditary Sensory And Autonomic, Type Iib",DOID:0050548,hereditary sensory neuropathy
OMIM:602088,Nephronophthisis 2,DOID:12712,nephronophthisis
OMIM:274400,Thyroid Dyshormonogenesis 1,DOID:0050328,congenital hypothyroidism
OMIM:182900,"Spherocytosis, Type 1",DOID:12971,hereditary spherocytosis
OMIM:611553,Noonan Syndrome 5,DOID:3490,Noonan syndrome
OMIM:269921,Sialuria,DOID:3659,sialuria
OMIM:602083,"Usher Syndrome, Type If",DOID:0050439,Usher syndrome
OMIM:121200,"Seizures, Benign Familial Neonatal, 1",DOID:14264,benign neonatal seizures
OMIM:240500,"Immunodeficiency, Common Variable, 2",DOID:12177,common variable immunodeficiency
OMIM:611554,Leopard Syndrome 2,DOID:14291,LEOPARD syndrome
OMIM:212050,"Candidiasis, Familial, 2",DOID:2058,chronic mucocutaneous candidiasis
OMIM:604356,Duane Retraction Syndrome 2,DOID:12557,Duane retraction syndrome
OMIM:614970,Joubert Syndrome 20,DOID:0050777,Joubert syndrome
OMIM:610158,"Corneal Dystrophy, Fuchs Endothelial, 2",DOID:11555,Fuchs' endothelial dystrophy
OMIM:178110,"Arthrogryposis, Distal, Type 8",DOID:0050646,distal arthrogryposis
OMIM:615214,"Agammaglobulinemia 7, Autosomal Recessive",DOID:2583,agammaglobulinemia
OMIM:604765,"Cardiomyopathy, Dilated, 1i",DOID:12930,dilated cardiomyopathy
OMIM:611804,Elliptocytosis 1,DOID:2373,hereditary elliptocytosis
OMIM:123000,"Craniometaphyseal Dysplasia, Autosomal Dominant",DOID:0080033,craniometaphyseal dysplasia
OMIM:615616,"Arrhythmogenic Right Ventricular Dysplasia, Familial, 13",DOID:0050431,arrhythmogenic right ventricular cardiomyopathy
OMIM:113100,"Brachydactyly, Type C",DOID:0050581,brachydactyly
OMIM:154500,Treacher Collins Syndrome 1,DOID:2908,Treacher Collins syndrome
OMIM:611615,"Cardiomyopathy, Dilated, 1x",DOID:12930,dilated cardiomyopathy
OMIM:600081,"Vitamin D Hydroxylation-Deficient Rickets, Type 1b",DOID:10609,rickets
OMIM:185900,Chromosome 2q35 Duplication Syndrome,DOID:11193,syndactyly
OMIM:167320,Inclusion Body Myopathy With Early-Onset Paget Disease With Or Without Frontotemporal Dementia 1,DOID:0050881,inclusion body myopathy with Paget disease of bone and frontotemporal dementia
OMIM:186000,Synpolydactyly 1,DOID:11193,syndactyly
OMIM:604717,"Deafness, Autosomal Dominant 20",DOID:0050564,autosomal dominant nonsyndromic deafness
OMIM:226900,"Epiphyseal Dysplasia, Multiple, 4",DOID:12721,multiple epiphyseal dysplasia
OMIM:277300,"Spondylocostal Dysostosis 1, Autosomal Recessive",DOID:0050568,spondylocostal dysostosis
OMIM:613686,"Spondylocostal Dysostosis 4, Autosomal Recessive",DOID:0050568,spondylocostal dysostosis
OMIM:614042,Moyamoya Disease 5,DOID:13099,Moyamoya disease
