cls,def,xrefs
DOID:5759,,NCI:C3363 MSH:D012626 SNOMEDCT_2010_1_31:126491004 UMLS_CUI:C0036503
DOID:0050573,An amino acid metabolic disorder that is an autosomal recessive neurometabolic disorder characterized by the significant elevation of urinary levels of hydroxyglutaric acid causing progressive brain damage.,
UBERON:0010348,,
HP:0010410,,
DOID:2128,,UMLS_CUI:C1334240 NCI:C5430
DOID:9227,,UMLS_CUI:C0153768 SNOMEDCT_2010_1_31:188575004 SNOMEDCT_2010_1_31:93506000 ICD9CM:201.61
DOID:10439,,UMLS_CUI:C0155072 ICD9CM:370.07 SNOMEDCT_2010_1_31:22440001
CL:0000293,,
NCBITaxon:178830,,
HP:0006409,,
HP:0005266,,
UBERON:0013222,,
HP:0010838,,
UBERON:0006170,,
HP:0000927,,
UBERON:0010344,,
DOID:13471,,ICD9CM:091.4 SNOMEDCT_2010_1_31:59934002 UMLS_CUI:C0275834
UBERON:0009572,,
HP:0010417,,
DOID:6993,,UMLS_CUI:C1334210 NCI:C6101
DOID:14042,A bipolar disorder that is characterized by at least one manic or mixed episode.,ICD9CM:296.50 UMLS_CUI:C0236773 SNOMEDCT_2010_1_31:49468007
UBERON:3010785,,
DOID:320,,SNOMEDCT_2010_1_31:155018009 UMLS_CUI:C0154685 SNOMEDCT_2010_1_31:192903006 SNOMEDCT_2010_1_31:29774004 ICD9CM:336.1 SNOMEDCT_2010_1_31:192896006
HP:0000926,,
UBERON:0010345,,
DOID:9459,,UMLS_CUI:C0153575 ICD9CM:182.1
UBERON:3010783,,
UBERON:0013220,,
DOID:10568,"A yaws that results in initial papule at the site of entry of bacteria. Without treatment, this is followed by disseminated skin lesions over the body. Bone pain and bone lesions may also occur.",SNOMEDCT_2010_1_31:186969007 UMLS_CUI:C0343834 SNOMEDCT_2010_1_31:30283007 SNOMEDCT_2010_1_31:77912009 SNOMEDCT_2010_1_31:59227007 UMLS_CUI:C0275990 UMLS_CUI:C0275998 SNOMEDCT_2010_1_31:23191004 SNOMEDCT_2010_1_31:266147005 ICD9CM:102.0 SNOMEDCT_2010_1_31:49442000
DOID:9729,,UMLS_CUI:C0155367 SNOMEDCT_2010_1_31:29297002 ICD9CM:379.22
HP:0004097,,
HP:0006863,,
HP:0010416,,
CL:0000089,,
DOID:6994,,UMLS_CUI:C0346373 SNOMEDCT_2010_1_31:255012009 NCI:C9088
DOID:6700,,SNOMEDCT_2010_1_31:254555008 NCI:C8398 UMLS_CUI:C0345799
UBERON:3010784,,
UBERON:0009571,,
DOID:6212,An ovary epithelial cancer that has_material_basis_in the endometrium and is located_in the ovary.,UMLS_CUI:C1335159 NCI:C6257 UMLS_CUI:C1518231
UBERON:0006571,,
HP:0006866,,
HP:0000925,,
HP:0010415,,
DOID:6991,,SNOMEDCT_2010_1_31:416635001 UMLS_CUI:C1333482 SNOMEDCT_2010_1_31:417150000 NCI:C7105
UBERON:0013778,,
HP:0009968,,
DOID:548,,UMLS_CUI:C0155584 SNOMEDCT_2010_1_31:194764008 SNOMEDCT_2010_1_31:194761000 ICD9CM:402.0 SNOMEDCT_2010_1_31:54225002
UBERON:0007120,,
DOID:10910,"A coxsackie meningitis that results_in inflammation located_in meningeal cluster, has_material_basis_in Human echovirus 30, or has_material_basis_in Human echovirus 9, which is transmitted_by ingestion of food contaminated with feces, transmitted_by droplet spread of oronasal secretions from infected person, or transmitted_by contaminated fomites. The infection has_symptom fever, has_symptom chills, has_symptom nausea, has_symptom headache, has_symptom photophobia and has_symptom neck stiffness.",SNOMEDCT_2010_1_31:192667007 SNOMEDCT_2010_1_31:186488005 ICD9CM:047.1 UMLS_CUI:C0338388
DOID:322,,NCI:C26832 UMLS_CUI:C0026975 SNOMEDCT_2010_1_31:192682002 MSH:D009187 SNOMEDCT_2010_1_31:41370002 SNOMEDCT_2010_1_31:267682000
DOID:10939,"A personality disorder that involves a pervasive pattern of disregard for, and violation of, the rights of others that begins in childhood or early adolescence and continues into adulthood.",SNOMEDCT_2010_1_31:191777000 UMLS_CUI:C0003431 ICD9CM:301.7 SNOMEDCT_2010_1_31:191769004 SNOMEDCT_2010_1_31:26665006 MSH:D000987 SNOMEDCT_2010_1_31:268759009 SNOMEDCT_2010_1_31:192487000
UBERON:0009570,,
UBERON:0006570,,
UBERON:3010781,,
HP:0000924,,
UBERON:0010343,,
HP:0006865,,
DOID:9312,A ethmoid sinusitis which lasts for 12 weeks or more.,NCI:C34472 ICD9CM:473.2 UMLS_CUI:C0008681 SNOMEDCT_2010_1_31:266384001 SNOMEDCT_2010_1_31:155528009 SNOMEDCT_2010_1_31:73237007
HP:0010414,,
HP:0004095,,
DOID:6992,,UMLS_CUI:C0279693 NCI:C7989
HP:0009969,,
UBERON:0008617,,
NCBITaxon:32066,,
DOID:11727,,NCI:C84704 OMIM:158900 UMLS_CUI:C0238288 SNOMEDCT_2010_1_31:399091004 MSH:D020391 SNOMEDCT_2010_1_31:56096001
DOID:9726,,SNOMEDCT_2010_1_31:267747007 MSH:D020255 NCI:C50807 SNOMEDCT_2010_1_31:53772007 SNOMEDCT_2010_1_31:393583008 SNOMEDCT_2010_1_31:155202007 UMLS_CUI:C0042907
CL:0000086,,
HP:0006638,,
UBERON:0009576,,
DOID:11720,,ORDO:5448 OMIM:614065 OMIM:607569 ORDO:399096 OMIM:160500 MSH:D049310 OMIM:254130 ORDO:59135 OMIM:613319 OMIM:610099 ORDO:63273 ORDO:399086 NCI:C84675 OMIM:614321 OMIM:606768 OMIM:160300 UMLS_CUI:C0751336 SNOMEDCT_2010_1_31:58795000 OMIM:613318
UBERON:3010780,,
DOID:2121,,ICD9CM:757.31 MSH:D004476 SNOMEDCT_2010_1_31:205610005 OMIM:MTHU008316 NCI:C84683 SNOMEDCT_2010_1_31:254154003 UMLS_CUI:C0013575 SNOMEDCT_2010_1_31:8654005
UBERON:0008618,,
UBERON:2005051,,
DOID:326,A vascular disease that is characterized by a restriction in blood supply to tissues.,NCI:C34738 UMLS_CUI:C0022116 SNOMEDCT_2010_1_31:52674009 MSH:D007511
DOID:6997,,UMLS_CUI:C1334209 NCI:C6118
UBERON:3000332,,
DOID:6703,,UMLS_CUI:C1333787 NCI:C6795
UBERON:2001475,,
UBERON:2000508,,
UBERON:0005199,,
UBERON:0013776,,
UBERON:2001689,,
HP:0006637,,
CL:0000085,,
DOID:11721,,SNOMEDCT_2010_1_31:234406005 SNOMEDCT_2010_1_31:89597008 UMLS_CUI:C0017926 OMIM:232800 MSH:D006014
UBERON:0010341,,
NCBITaxon:89940,,
UBERON:2005050,,
DOID:6998,,UMLS_CUI:C1333750 NCI:C5744
UBERON:3000333,,
DOID:6704,,UMLS_CUI:C1336858 NCI:C5476
UBERON:0013777,,
DOID:541,,UMLS_CUI:C0155345 ICD9CM:378.83
UBERON:2001474,,
CL:0000088,,
HP:0000929,,
HP:0006862,,
DOID:9728,,UMLS_CUI:C0155368 ICD9CM:379.25
HP:0010419,,
DOID:10039,"A congenital syphilis that occurs in children at or greater than two years of age who acquired the infection trans-placentally. The infection has_symptom gummatous ulcers, has_symptom periosteal lesions, has_symptom paresis, has_symptom tabes, has_symptom optic atrophy, has_symptom interstitial keratitis, has_symptom sensorineural deafness, and has_symptom dental deformities.",SNOMEDCT_2010_1_31:186837004 SNOMEDCT_2010_1_31:187350002 SNOMEDCT_2010_1_31:82323002 SNOMEDCT_2010_1_31:4243004 MSH:D009494 SNOMEDCT_2010_1_31:186836008 SNOMEDCT_2010_1_31:186839001 UMLS_CUI:C0153136 ICD9CM:090.4 UMLS_CUI:C0153132 ICD9CM:090.40
DOID:3856,A reproductive organ cancer that is manifested in the male genital system. This includes organs such as the penis and scrotum.,UMLS_CUI:C0017417 SNOMEDCT_2010_1_31:190127000 SNOMEDCT_2010_1_31:363515000 SNOMEDCT_2010_1_31:93885006 MSH:D005834 SNOMEDCT_2010_1_31:190130007 NCI:C3054 SNOMEDCT_2010_1_31:126895004 UMLS_CUI:C0153606
UBERON:2005053,,
UBERON:0005197,,
DOID:5752,,UMLS_CUI:C1516431 NCI:C40201
DOID:6995,,SNOMEDCT_2010_1_31:154569009 ICD9CM:198.0 UMLS_CUI:C0153685 NCI:C7549 SNOMEDCT_2010_1_31:94360002
UBERON:0013774,,
CL:0000087,,
HP:0004099,,
HP:0010418,,
UBERON:0009573,,
DOID:2120,,SNOMEDCT_2010_1_31:205573006 SNOMEDCT_2010_1_31:2298005 UMLS_CUI:C0016395 MSH:D005489 NCI:C84715 OMIM:305600
DOID:0050141,"A botulism that involves intoxication caused by botulinum neurotoxins (BoNTA, B, E and F) in adults, has_material_basis_in Clostridium botulinum A, has_material_basis_in Clostridium botulinum B, has_material_basis_in Clostridium botulinum E and has_material_basis_in Clostridium botulinum F, which are transmitted_by ingestion of bacterial spores, which then grow in the intestine and release toxins.",
DOID:6996,,UMLS_CUI:C1334208 NCI:C6100
UBERON:2005052,,
NCBITaxon:356,,
DOID:0060129,A heavy chain disease that results from an overproduction of delta antibody (IgD).,
DOID:6702,,UMLS_CUI:C0278502 NCI:C9237
DOID:5751,,UMLS_CUI:C1335315 NCI:C5724
DOID:543,,SNOMEDCT_2010_1_31:194478005 MSH:D020821 NCI:C34563 MSH:D004421 SNOMEDCT_2010_1_31:15802004 UMLS_CUI:C0393593 UMLS_CUI:C0013421 SNOMEDCT_2010_1_31:192863009 SNOMEDCT_2010_1_31:250068003
UBERON:2001476,,
UBERON:2005032,,
HP:0000940,,
HP:0011524,,
UBERON:0007115,,
NCBITaxon:56210,,
DOID:6003,,UMLS_CUI:C0887846 NCI:C4983
UBERON:0009589,,
DOID:13454,,SNOMEDCT_2010_1_31:266138002 UMLS_CUI:C0343714 ICD9CM:098.51 SNOMEDCT_2010_1_31:186927008
UBERON:0014730,,
UBERON:0002862,,
HP:0006849,,
UBERON:0006364,,
DOID:10440,,ICD9CM:370.05 SNOMEDCT_2010_1_31:397977001 UMLS_CUI:C0155071 SNOMEDCT_2010_1_31:59939007
HP:0000941,,
UBERON:0007116,,
HP:0011523,,
DOID:14780,"A syndrome that is characterized by short stature, moderate to severe degrees of mental retardation, developmental abnormalities of the limbs, bones of the spine (vertebrae), extremities, and/or underdevelopment of the bones of the skeleton.",MSH:C537015 OMIM:148050 UMLS_CUI:C0220687 ORDO:2332
NCBITaxon:56211,,
DOID:13453,,SNOMEDCT_2010_1_31:46699001 ICD9CM:098.52 SNOMEDCT_2010_1_31:186928003 UMLS_CUI:C0153218
DOID:9452,,SNOMEDCT_2010_1_31:5360002 SNOMEDCT_2010_1_31:50325005 SNOMEDCT_2010_1_31:197321007 ICD9CM:571.0 UMLS_CUI:C0015696 SNOMEDCT_2010_1_31:390002007 SNOMEDCT_2010_1_31:371330000 MSH:D005235 UMLS_CUI:C0015695 MSH:D005234
UBERON:0002863,,
UBERON:0014731,,
UBERON:2005030,,
DOID:9450,,UMLS_CUI:C0157600 ICD9CM:675.00
DOID:2574,,UMLS_CUI:C0375133 ICD9CM:250.43
DOID:0080025,,
UBERON:0007113,,
DOID:339,,ICD9CM:352.4 NCI:C26953 MSH:D020436 SNOMEDCT_2010_1_31:84759007 UMLS_CUI:C0152180
UBERON:0013761,,
CL:1001502,,
UBERON:0003699,,
HP:0011526,,
UBERON:0002860,,
HP:0006633,,
DOID:8904,,ICD9CM:202.05 SNOMEDCT_2010_1_31:95191007 SNOMEDCT_2010_1_31:188613007 UMLS_CUI:C0153798
UBERON:0014732,,
DOID:10755,An osteomyelitis that has_material_basis_in infection located_in petrous part of temporal bone.,ICD9CM:383.20 UMLS_CUI:C0155448 SNOMEDCT_2010_1_31:194300003 SNOMEDCT_2010_1_31:155233009 SNOMEDCT_2010_1_31:34997001 SNOMEDCT_2010_1_31:267760001 ICD9CM:383.2 SNOMEDCT_2010_1_31:51211002 UMLS_CUI:C0155449 SNOMEDCT_2010_1_31:28593007 SNOMEDCT_2010_1_31:194301004 UMLS_CUI:C0155450
DOID:11518,,UMLS_CUI:C0155376 ICD9CM:379.49
UBERON:2005031,,
DOID:0080024,,
DOID:4524,An angiosarcoma and sarcoma of prostate that is located_in the prostate.,UMLS_CUI:C1335504 NCI:C5528
DOID:2573,,UMLS_CUI:C0154326 SNOMEDCT_2010_1_31:191492000 ICD9CM:292.81
UBERON:0013760,,
HP:0011525,,
DOID:9965,"A coccidiosis that has_material_basis_in protozoan Toxoplasma gondii. The parasite effects most genera of warm-blooded animals, including humans, but the primary host is the felid (cat) family. Animals are infected by eating infected meat, by ingestion of feces of a cat that has itself recently been infected, or transmission_by mother to fetus. The symptoms include bilateral, nontender cervical or axillary lymphadenopathy, fever, malaise, myalgia, hepatosplenomegaly, anemia and leukopenia.",SNOMEDCT_2010_1_31:9399000 ICD9CM:130 SNOMEDCT_2010_1_31:187515009 NCI:C3418 SNOMEDCT_2010_1_31:266225001 ICD9CM:130.9 SNOMEDCT_2010_1_31:276203008 UMLS_CUI:C0040558 SNOMEDCT_2010_1_31:187192000 SNOMEDCT_2010_1_31:187200007 MSH:D014123 SNOMEDCT_2010_1_31:154423006
DOID:5583,A lung carcinoma that is located_in large undifferentiated cells.,SNOMEDCT_2010_1_31:42596004 SNOMEDCT_2010_1_31:254631008 UMLS_CUI:C0345960 NCI:C3779 MSH:D018286 UMLS_CUI:C0206703
UBERON:0003698,,
UBERON:0002861,,
HP:0000943,,
HP:0006634,,
UBERON:0014733,,
HP:0006420,,
DOID:8903,,ICD9CM:201.14 SNOMEDCT_2010_1_31:188537004 SNOMEDCT_2010_1_31:93532006 UMLS_CUI:C0153739
DOID:10661,,UMLS_CUI:C1334653 NCI:C6627
HP:0011520,,
UBERON:0007111,,
HP:0000148,,
DOID:337,,NCI:C5829 SNOMEDCT_2010_1_31:126977003 UMLS_CUI:C1263902
UBERON:3000101,,
UBERON:2005036,,
UBERON:3010798,,
UBERON:0006787,,
UBERON:0002867,,
UBERON:0014734,,
UBERON:0002866,,
DOID:9663,,SNOMEDCT_2010_1_31:321258009 SNOMEDCT_2010_1_31:110426005 SNOMEDCT_2010_1_31:155661008 SNOMEDCT_2010_1_31:196536003 SNOMEDCT_2010_1_31:196529004 MSH:D013281 SNOMEDCT_2010_1_31:303117009 SNOMEDCT_2010_1_31:367526005 SNOMEDCT_2010_1_31:426965005 NCI:C62546 UMLS_CUI:C0038363 SNOMEDCT_2010_1_31:196534000 SNOMEDCT_2010_1_31:322224003 SNOMEDCT_2010_1_31:398870000 SNOMEDCT_2010_1_31:83312008 ICD9CM:528.2
DOID:3055,"A primary bacterial infectious disease that results_in infection located_in intestine, has_material_basis_in Salmonella enterica subsp enterica serovar Paratyphi A, B or C, which are transmitted_by ingestion of contaminated food. The infection has_symptom fever, has_symptom headache, has_symptom abdominal pain, has_symptom malaise, has_symptom anorexia, has_symptom constipation, has_symptom rosy spots on the central body, has_symptom non productive cough (in early stage of illness), has_symptom bradycardia, and has_symptom hepatosplenomegaly.",UMLS_CUI:C0030528 SNOMEDCT_2010_1_31:186092009 SNOMEDCT_2010_1_31:51254007 UMLS_CUI:C0343376 ICD9CM:002.9 MSH:D010284 NCI:C34897 SNOMEDCT_2010_1_31:76623002 SNOMEDCT_2010_1_31:187268002 SNOMEDCT_2010_1_31:266174006 UMLS_CUI:C0343375 SNOMEDCT_2010_1_31:154270009 SNOMEDCT_2010_1_31:85904008 SNOMEDCT_2010_1_31:71085009 UMLS_CUI:C0343377
HP:0000944,,
UBERON:2202279,,
DOID:0080023,,
HP:0006631,,
DOID:0060197,A type of ALS with juvenile onset with loci associated with the disease located_in chromosome 15.,OMIM:602099
HP:0000149,,
DOID:338,,SNOMEDCT_2010_1_31:126966009 MSH:D003390 UMLS_CUI:C0010267 NCI:C2963
UBERON:0006788,,
UBERON:0014736,,
UBERON:3010799,,
UBERON:0002868,,
UBERON:0006360,,
DOID:988,,SNOMEDCT_2010_1_31:8074002 NCI:C50655 OMIM:157700 SNOMEDCT_2010_1_31:409712001 SNOMEDCT_2010_1_31:194977007 UMLS_CUI:C0026267 SNOMEDCT_2010_1_31:194980008 SNOMEDCT_2010_1_31:155386005 MSH:D008945 SNOMEDCT_2010_1_31:42069006 SNOMEDCT_2010_1_31:45023003
UBERON:0014735,,
HP:0005479,,
DOID:6000,A heart disease that is characterized by any structural or functional cardiac disorder that impairs the ability of the heart to fill with or pump a sufficient amount of blood throughout the body.,SNOMEDCT_2010_1_31:42343007 MSH:D006333 SNOMEDCT_2010_1_31:155374007 UMLS_CUI:C0018802 SNOMEDCT_2010_1_31:195108009 SNOMEDCT_2010_1_31:155377000 UMLS_CUI:C0018801 SNOMEDCT_2010_1_31:84114007 ICD9CM:428 ICD9CM:428.0 SNOMEDCT_2010_1_31:195117009 SNOMEDCT_2010_1_31:266308000 NCI:C3080 ICD9CM:428.9 SNOMEDCT_2010_1_31:155375008 SNOMEDCT_2010_1_31:266248006
HP:0006846,,
HP:0000945,,
HP:0011522,,
DOID:985,,UMLS_CUI:C0154344 ICD9CM:295.11
UBERON:2005034,,
UBERON:0006789,,
NCBITaxon:35237,,
HP:0000946,,
UBERON:2202277,,
UBERON:0001621,,
DOID:0060051,A hypersensitivity reaction type II disease that is the abnormal functioning of the immune system that causes your immune system to produce antibodies or T cells against cells and/or tissues in the cardiovascular system.,
UBERON:0002864,,
DOID:13452,,SNOMEDCT_2010_1_31:194139000 ICD9CM:379.00 SNOMEDCT_2010_1_31:194140003 SNOMEDCT_2010_1_31:78370002 SNOMEDCT_2010_1_31:155201000 MSH:D015423 UMLS_CUI:C0036416
HP:0011521,,
DOID:336,,SNOMEDCT_2010_1_31:268099001 SNOMEDCT_2010_1_31:156707005 SNOMEDCT_2010_1_31:268002004 SNOMEDCT_2010_1_31:202957002 SNOMEDCT_2010_1_31:89997003 ICD9CM:727.6 ICD9CM:727.60 SNOMEDCT_2010_1_31:202958007 UMLS_CUI:C0158339
UBERON:0014738,,
DOID:8765,"A Simplexvirus infectious disease that results in inflammatory response by the immune system of the body to Human herpesvirus 1 or Human herpesvirus 2 in the blood, urine, lungs, skin, or other tissues. The symptoms include fever, chills, rapid breathing, and rapid heart rate.",UMLS_CUI:C0153041 SNOMEDCT_2010_1_31:16592009 SNOMEDCT_2010_1_31:49012006 UMLS_CUI:C0019359 ICD9CM:054.71
UBERON:0001620,,
HP:0006844,,
UBERON:0002865,,
HP:0000947,,
DOID:11514,,OMIM:137400 UMLS_CUI:C0040412 SNOMEDCT_2010_1_31:204627005 ICD9CM:529.5 SNOMEDCT_2010_1_31:52368004 MSH:D014063
HP:0006429,,
HP:0005476,,
HP:0003174,,
HP:0005250,,
UBERON:0003693,,
UBERON:0001623,,
DOID:11482,A pericardial effusion that results from blood in the pericardial sac.,UMLS_CUI:C0019064 ICD9CM:423.0 SNOMEDCT_2010_1_31:23412002 MSH:D010490 SNOMEDCT_2010_1_31:155339006
UBERON:0001624,,
UBERON:2000930,,
HP:0009755,,
HP:0003841,,
UBERON:0007960,,
HP:0010850,,
UBERON:0007738,,
HP:0000144,,
HP:0003175,,
DOID:9246,,OMIM:605714 MSH:D028243 SNOMEDCT_2010_1_31:56453003 UMLS_CUI:C0268394
DOID:0050308,"A viral infectious disease that is a hemorrhagic fever, has_material_basis_in Alkhurma hemorrhagic fever virus, which is transmitted_by Ornithodoros savignyi tick bite, transmitted_by ingestion of unpasteurized camel milk, or transmitted_by entry via skin wound. The infection has_symptom headache, has_symptom joint pain, has_symptom muscle pain, has_symptom vomiting, has_symptom thrombocytopenia, and has_symptom hemorrhagic fever.",
DOID:11512,,SNOMEDCT_2010_1_31:195436007 MSH:D006502 SNOMEDCT_2010_1_31:38739001 UMLS_CUI:C0019154
DOID:3946,,MSH:D047748 UMLS_CUI:C0221406 SNOMEDCT_2010_1_31:9545009 SNOMEDCT_2010_1_31:190502001
UBERON:0001622,,
DOID:5713,A liposarcoma and mediastinum sarcoma that is located_in the mediastinum.,NCI:C6614 UMLS_CUI:C1334663
UBERON:0003692,,
DOID:984,,SNOMEDCT_2010_1_31:386207004 NCI:C63709 SNOMEDCT_2010_1_31:196434003 SNOMEDCT_2010_1_31:41888000 SNOMEDCT_2010_1_31:266492006 UMLS_CUI:C0039494 SNOMEDCT_2010_1_31:196430007 SNOMEDCT_2010_1_31:155650000 UMLS_CUI:C0039496 ICD9CM:524.6 SNOMEDCT_2010_1_31:13612005 MSH:D013705 ICD9CM:524.60
HP:0003842,,
UBERON:2000931,,
HP:0009754,,
DOID:5312,,UMLS_CUI:C1334776 NCI:C7148
HP:0010851,,
HP:0000145,,
HP:0003172,,
DOID:3361,,UMLS_CUI:C1332986 NCI:C6585
DOID:14049,"A primary systemic mycosis located_in subcutaneous tissues, located_in brain, located_in sinuses, located_in lungs, or located_in peritoneal cavity, has_material_basis_in Exophiala dermatitidis, has_material_basis_in Phialophora, has_material_basis_in Bipolaris hawaiiensis, has_material_basis_in Exserohilum, has_material_basis_in Cladophialophora bantiana, has_material_basis_in Phaeoannellomyces, has_material_basis_in Aureobasidium, has_material_basis_in Cladosporium cladosporoides, has_material_basis_in Alternaria or has_material_basis_in Rhinocladiella mackenziei and results_in_formation_of subcutaneous abscesses arising at the site of minor trauma, and occur in both immunosuppressed and immunocompetent individuals.",UMLS_CUI:C0153286
HP:0007083,,
UBERON:0003691,,
HP:0005478,,
UBERON:0002869,,
DOID:1025,A leprosy that results in one erythematous large plaque with well-defined borders that are elevated and that slope down into an atrophic center.,SNOMEDCT_2010_1_31:70143003 UMLS_CUI:C0023351 ICD9CM:030.1 MSH:D015441
HP:0010852,,
DOID:981,,UMLS_CUI:C0154892 SNOMEDCT_2010_1_31:193463006 SNOMEDCT_2010_1_31:1843008 ICD9CM:363.42
DOID:4428,A reading disorder resulting from a developmental reading disability involving the inability to process graphic symbols resulting in impairment of reading ability.,SNOMEDCT_2010_1_31:59770006 SNOMEDCT_2010_1_31:268788005 SNOMEDCT_2010_1_31:192137002 SNOMEDCT_2010_1_31:158318003 UMLS_CUI:C0476254 MSH:D004410 SNOMEDCT_2010_1_31:206987006 SNOMEDCT_2010_1_31:52824009 SNOMEDCT_2010_1_31:154954003
UBERON:0001626,,
DOID:10608,"An autoimmune disease of gastrointestinal tract that is caused by a reaction located_in small intestine to gliadin, a prolamin (gluten protein) found in wheat, and similar proteins found in the crops of the tribe Triticeae. The disease is associated with HLA-DQ gene. It has_symptom abdominal pain, has_symptom constipation, has_symptom diarrhea, has_symptom nausea and vomiting, and has_symptom loss of appetite.",OMIM:212750 OMIM:612006 ICD10CM:K90.0 SNOMEDCT_2010_1_31:197477005 MSH:D002446 UMLS_CUI:C0007570 SNOMEDCT_2010_1_31:155842007 OMIM:612008 SNOMEDCT_2010_1_31:396331005 SNOMEDCT_2010_1_31:275404008 OMIM:609753 OMIM:612011 OMIM:609754 OMIM:612110 EFO:0001060 ORDO:555 OMIM:612009 SNOMEDCT_2010_1_31:266478000 OMIM:612007 ICD9CM:579.0 SNOMEDCT_2010_1_31:23829007 SNOMEDCT_2010_1_31:45259000 NCI:C26714 OMIM:607202 SNOMEDCT_2010_1_31:197481005 OMIM:609755 OMIM:611598 OMIM:612005
HP:0009757,,
UBERON:2005038,,
DOID:4034,A gastrointestinal system infectious disease that involves inflammation of the stomach lining caused by fungal infection in immunocompromised patients.,UMLS_CUI:C0948638 NCI:C27342
HP:0005477,,
HP:0003173,,
DOID:3362,,SNOMEDCT_2010_1_31:50570003 UMLS_CUI:C0010051 ICD9CM:414.11 SNOMEDCT_2010_1_31:373139003 MSH:D003323
HP:0007082,,
UBERON:0003690,,
HP:0010853,,
DOID:0050806,"A glioblastoma multiforme that is characterized by the expression of several gene types that are also typical of the brain's normal, noncancerous nerve cells, or neurons.",
DOID:5310,,SNOMEDCT_2010_1_31:74280008 UMLS_CUI:C0334319 UMLS_CUI:C1512224 NCI:C4153 SNOMEDCT_2010_1_31:189656007
DOID:982,,UMLS_CUI:C0154346 ICD9CM:295.13
UBERON:0001625,,
HP:0003840,,
HP:0009756,,
HP:0000147,,
UBERON:0007735,,
CL:1001509,,
UBERON:2005039,,
UBERON:0003483,,
HP:0010854,,
HP:0007081,,
DOID:3367,,UMLS_CUI:C1332579 NCI:C7154
DOID:8489,,UMLS_CUI:C0157163 ICD9CM:658.90
HP:0005472,,
UBERON:0003697,,
HP:0011528,,
HP:0009759,,
UBERON:0007119,,
DOID:0050214,A neuromuscular junction disease that results from an abnormality of acetylcholine (ACh) release at the neuromuscular junction. It results from an autoimmune attack against voltage-gated calcium channels (VGCC) on the presynaptic motor nerve terminal.,ICD9CM:358.1 ICD10CM:G73.1 MSH:D015624
UBERON:3010187,,
UBERON:0001628,,
UBERON:0013219,,
HP:0000140,,
HP:0010855,,
UBERON:0013217,,
UBERON:0003482,,
HP:0003179,,
UBERON:0003696,,
HP:0011527,,
DOID:0050146,,
HP:0006426,,
CL:1001503,,
DOID:10237,A malignant neoplasm that is manifested in the pelvic region.,MSH:D010386 SNOMEDCT_2010_1_31:126644004 UMLS_CUI:C0030793
HP:0009758,,
DOID:980,,SNOMEDCT_2010_1_31:406446000 ICD9CM:363.4 SNOMEDCT_2010_1_31:193461008 UMLS_CUI:C0344297 SNOMEDCT_2010_1_31:193464000 SNOMEDCT_2010_1_31:247199007 OMIM:215500 SNOMEDCT_2010_1_31:47638000 ICD9CM:363.40 SNOMEDCT_2010_1_31:267617003
