title	pmid	doi	scopus_eid	pub_date
Meta-analysis of differential gene expression in lower motor neurons isolated by laser capture microdissection from post-mortem ALS spinal cords.	38689650	10.3389/fgene.2024.1385114		2024-04-16
The use of prescription medications and non-prescription medications during lactation in a prospective Canadian cohort study.	38589955	10.1186/s13006-024-00628-x		2024-04-08
Integrating biological knowledge for mechanistic inference in the host-associated microbiome.	38638909	10.3389/fmicb.2024.1351678		2024-04-04
CoMentG: comprehensive retrieval of generic relationships between biomedical concepts from the scientific literature.	38564426	10.1093/database/baae025		2024-04-02
A comparative benchmarking and evaluation framework for heterogeneous network-based drug repositioning methods.	38647153	10.1093/bib/bbae172		2024-03-27
Bayesian-knowledge driven ontologies: A framework for fusion of semantic knowledge under uncertainty and incompleteness.	38536833	10.1371/journal.pone.0296864		2024-03-27
PCAO2: an ontology for integration of prostate cancer associated genotypic, phenotypic and lifestyle data.	38557678	10.1093/bib/bbae136		2024-03-27
PUTransGCN: identification of piRNA-disease associations based on attention encoding graph convolutional network and positive unlabelled learning.	38581419	10.1093/bib/bbae144		2024-03-27
scMoresDB: A comprehensive database of single-cell multi-omics data for human respiratory system.	38617561	10.1016/j.isci.2024.109567		2024-03-26
Rel Family Transcription Factor NFAT5 Upregulates COX2 via HIF-1α Activity in Ishikawa and HEC1a Cells.	38612478	10.3390/ijms25073666		2024-03-25
RIscoper 2.0: A deep learning tool to extract RNA biomedical relation sentences from literature.	38623560	10.1016/j.csbj.2024.03.017		2024-03-24
Deciphering the molecular regulatory of RAB32/GPRC5A axis in chronic obstructive pulmonary disease.	38448858	10.1186/s12931-024-02724-2		2024-03-06
preon: Fast and accurate entity normalization for drug names and cancer types in precision oncology.	38383060	10.1093/bioinformatics/btae085		2024-03-04
Partial order relation-based gene ontology embedding improves protein function prediction.	38446740	10.1093/bib/bbae077		2024-01-22
The African Human Microbiome Portal: a public web portal of curated metagenomic metadata.	38204360	10.1093/database/baad092		2024-01-10
A Practical Approach to Using the Genomic Standards Consortium MIxS Reporting Standard for Comparative Genomics and Metagenomics.	38819573	10.1007/978-1-0716-3838-5_20		2024-01-01
OntoloViz: a GUI for interactive visualization of ranked disease or drug lists using the MeSH and ATC ontologies.	38496343	10.1093/bioadv/vbad113		2023-08-23
An Extendible Realism-Based Ontology for Kinship.	38808327			2023-01-01
A PiRNA-disease association model incorporating sequence multi-source information with graph convolutional networks		10.1016/j.asoc.2024.111523	2-s2.0-85188550542	2024-05-01
KFDAE: CircRNA-Disease Associations Prediction Based on Kernel Fusion and Deep Auto-Encoder	38408006	10.1109/JBHI.2024.3369650	2-s2.0-85186985817	2024-05-01
MAGCDA: A Multi-Hop Attention Graph Neural Networks Method for CircRNA-Disease Association Prediction	38145538	10.1109/JBHI.2023.3346821	2-s2.0-85181579000	2024-03-01
BERT-Based Natural Language Processing System for Online Social Information Retrieval on Illness Tracking		10.1109/ICAICCIT60255.2023.10465689	2-s2.0-85189888025	2023-01-01
WikiMed-DE: Constructing a Silver-Standard Dataset for German Biomedical Entity Linking using Wikipedia and Wikidata			2-s2.0-85185880577	2023-01-01
NFMCLDA: Predicting miRNA-based lncRNA-disease associations by network fusion and matrix completion	38582002	10.1016/j.compbiomed.2024.108403	2-s2.0-85189434875	2024-05-01
Unlocking human-like conversations: Scoping review of automation techniques for personalized healthcare interventions using conversational agents	38428201	10.1016/j.ijmedinf.2024.105385	2-s2.0-85186630678	2024-05-01
Plausible reasoning over large health datasets: A novel approach to data analytics leveraging semantics		10.1016/j.knosys.2024.111493	2-s2.0-85185843180	2024-04-08
Data standards and terminology including biomedical ontologies		10.1007/978-3-031-36678-9_3	2-s2.0-85194455719	2023-11-04
Genetic diagnosis in hypertrophic cardiomyopathy: two steps forward, one step back		10.26430/CHUNGARICA.2021.51.2.109	2-s2.0-85185948213	2021-01-01
C-C Motif Chemokine Ligand 5 (CCL5): A Potential Biomarker and Immunotherapy Target for Osteosarcoma	37581517	10.2174/1568009623666230815115755	2-s2.0-85185953484	2024-01-01
DiSMVC: a multi-view graph collaborative learning framework for measuring disease similarity	38715444	10.1093/bioinformatics/btae306	2-s2.0-85194963555	2024-05-01
DTNPD: A comprehensive database of drugs and targets for neurological and psychiatric disorders	38701592	10.1016/j.compbiomed.2024.108536	2-s2.0-85191788379	2024-06-01
GSLCDA: An Unsupervised Deep Graph Structure Learning Method for Predicting CircRNA-Disease Association	38127594	10.1109/JBHI.2023.3344714	2-s2.0-85181571179	2024-03-01
Merging Ontologies and Data from Electronic Health Records		10.3390/fi16020062	2-s2.0-85185828158	2024-02-01
Complex Semantic Tabular Interpretation using SDD-Gen		10.1109/ICSC59802.2024.00057	2-s2.0-85192234622	2024-01-01
Functional overrepresentation analysis and their application in microbial pathogenesis		10.1016/B978-0-323-95890-5.00004-1	2-s2.0-85189605498	2024-01-01
Research on ontology-based construction risk knowledge base development in deep foundation pit excavation		10.1080/13467581.2024.2329361	2-s2.0-85188316514	2024-01-01
Pathway-based, reaction-specific annotation of disease variants for elucidation of molecular phenotypes	38713862	10.1093/database/baae031	2-s2.0-85192623812	2023-01-01
Pharos and TCRD: Informatics Tools for Illuminating Dark Targets		10.1002/9783527830497.ch8	2-s2.0-85194319550	2023-01-01
KAMEL: Knowledge Aware Medical Entity Linkage to Automate Health Insurance Claims Processing		10.1609/aaai.v38i21.30314	2-s2.0-85189611909	2024-03-25
Survey on Recommender Systems for Biomedical Items in Life and Health Sciences		10.1145/3639047	2-s2.0-85188824358	2024-02-23
Digital twins, digital triplets, and explainable AI, in precision health		10.3233/SSW230023	2-s2.0-85189834851	2024-01-26
Exploitation of an ontology in a semantic web: A case study transferring Thai lichen data into domain ontologies		10.1553/eco.mont-16-1s39	2-s2.0-85192701262	2024-01-01
Organizing Knowledge in Knowledgebases: A Case Study		10.5771/9783987400476-393	2-s2.0-85185711346	2024-01-01
Accelerate Clinical Decision Support System Development by Converting Ontology to OpenEHR Archetypes		10.1109/BigDIA60676.2023.10429558	2-s2.0-85186699282	2023-01-01
Semantic Knowledge Graphs for Scalable Knowledge Discovery and Acquisition in Public Health		10.1109/AICCSA59173.2023.10479323	2-s2.0-85190162295	2023-01-01
Metadata application proﬁle as a mechanism for semantic interoperability in FAIR and open data publishing		10.1016/j.dim.2024.100068	2-s2.0-85186733154	2024-01-01
Comprehensive bioinformatics analysis of co-expressed genes of post-traumatic stress disorder and major depressive disorder.	38218255	10.1016/j.jad.2024.01.098		2024-03-15
Proteome changes in larval zebrafish (Danio rerio) and fathead minnow (Pimephales promelas) exposed to (±) anatoxin-a.	38394915	10.1016/j.envint.2024.108514		2024-02-18
Analyzing the molecular mechanism of xuefuzhuyu decoction in the treatment of pulmonary hypertension with network pharmacology and bioinformatics and verifying molecular docking.	38199208	10.1016/j.compbiomed.2023.107863		2024-02-01
Osteopontin interacts with dendritic cells and macrophages in pulp inflammation: Comprehensive transcriptomic analysis and laboratory investigations.	38279773	10.1111/iej.14028		2024-01-27
Comprehensive analysis revealed the immunoinflammatory targets of rheumatoid arthritis based on intestinal flora, miRNA, transcription factors, and RNA-binding proteins databases, GSEA and GSVA pathway observations, and immunoinfiltration typing.	38273392	10.1186/s41065-024-00310-6		2024-01-25
A Strategy Based on Bioinformatics and Machine Learning Algorithms Reveals Potential Mechanisms of Shelian Capsule Against Hepatocellular Carcinoma.	38310567	10.2174/0113816128284465240108071554		2024-01-17
Avoiding abundance bias in the functional annotation of post-translationally modified proteins.	26513550	10.1038/nmeth.3621		2015-11-01
Automated image label extraction from radiology reports — A review		10.1016/j.artmed.2024.102814	2-s2.0-85184994801	2024-03-01
How to Define a Multi-modal Knowledge Graph?		10.1007/978-981-99-8764-1_7	2-s2.0-85180637044	2024-01-01
Co-design of Human-centered, Explainable AI for Clinical Decision Support		10.1145/3587271	2-s2.0-85160005164	2023-12-08
Review of Natural Language Processing in Pharmacology	36931724	10.1124/pharmrev.122.000715	2-s2.0-85163908724	2023-07-01
An Ontological Approach for Understanding Animal Diseases and Their Symptoms		10.1109/ICECCME57830.2023.10252190	2-s2.0-85174034301	2023-01-01
BioSTransformers for Biomedical Ontologies Alignment		10.5220/0012188600003598	2-s2.0-85179555795	2023-01-01
Exploring the conceptual structure of Spanish Experimental Psychology		10.20350/digitalCSIC/15275	2-s2.0-85176447594	2023-01-01
Identification of CircRNA-Disease Associations from the Integration of Multi-dimensional Bioinformatics with Graph Auto-encoder and Attention Fusion Model		10.1007/978-981-99-4749-2_8	2-s2.0-85174830299	2023-01-01
Language Model Analysis for Ontology Subsumption Inference			2-s2.0-85168836722	2023-01-01
Leveraging Biomedical Ontologies to Boost Performance of BERT-Based Models for Answering Medical MCQs			2-s2.0-85182276176	2023-01-01
Utilization of an Artery-on-a-Chip to Unravel Novel Regulators and Therapeutic Targets in Vascular Diseases	37797407	10.1002/adhm.202302907	2-s2.0-85174406928	2023-01-01
The Expertise Ontology: Modeling Expertise in the Context of Emergency Management			2-s2.0-85185198389	2023-01-01
Research on Big Electromic Medical Record Data Organization Based on Extended Disease Ontology		10.13366/j.dik.2019.01.109	2-s2.0-85112138702	2019-01-01
Next-Generation Sequencing (NGS)		10.1007/978-981-16-1037-0_23	2-s2.0-85128712400	2021-01-01
HoRDA: Learning higher-order structure information for predicting RNA–disease associations	38325924	10.1016/j.artmed.2024.102775	2-s2.0-85184695126	2024-02-01
Semi-automated ontology development scheme via text mining of scientific records		10.1108/EL-06-2023-0165	2-s2.0-85184179209	2024-01-01
Predicting Drug-Disease Associations Through Similarity Network Fusion and Multi-View Feature Projection Representation	37527303	10.1109/JBHI.2023.3300717	2-s2.0-85166780222	2023-10-01
Feasibility Study of Ontological Development Using Semi-Automatic Method based on Lexical Frequency Analysis: A Case Study of “Glaucoma”		10.22034/jipm.2023.698596	2-s2.0-85180927590	2023-09-01
Ontologies, Machine Learning and Deep Learning in Obstetrics		10.1007/978-3-031-10067-3_3	2-s2.0-85173838181	2023-01-01
PDA-GCN: Predicting Piwi-interacting RNA-Disease Associations Based on Graph Convolution Network		10.1109/ICBCB57893.2023.10246495	2-s2.0-85173607587	2023-01-01
Interoperable Ontologies: The Foundation of Intelligent Precision Medicine		10.1206/j.issn.1001-8565.2021.03.01	2-s2.0-85173762705	2021-03-01
UD_GU_BioTM at TREC 2017: Precision Medicine Track			2-s2.0-85118556634	2017-01-01
A conceptual model to improve the patient flow during COVID-19		10.1504/IJMEI.2024.135684	2-s2.0-85181028799	2024-01-01
Semantics-enabled biomedical literature analytics	38244957	10.1016/j.jbi.2024.104588	2-s2.0-85183566576	2024-01-01
A comprehensive review and evaluation of graph neural networks for non-coding RNA and complex disease associations	37985451	10.1093/bib/bbad410	2-s2.0-85178542949	2023-11-01
An Integrative Disease Information Network Approach to Similar Disease Detection	34478379	10.1109/TCBB.2021.3110127	2-s2.0-85114727089	2023-09-01
KGETCDA: an efficient representation learning framework based on knowledge graph encoder from transformer for predicting circRNA-disease associations	37587836	10.1093/bib/bbad292	2-s2.0-85172424020	2023-09-01
An Ontology for Tuberculosis Surveillance System		10.1007/978-3-031-47745-4_1	2-s2.0-85177462348	2023-01-01
Exploring the Use of Ontology Components for Distantly-Supervised Disease and Phenotype Named Entity Recognition			2-s2.0-85182257589	2023-01-01
idenLD-AREL: identifying lncRNA-disease associations by random forests based on an ensemble learning framework		10.1109/BIBM58861.2023.10385450	2-s2.0-85184918551	2023-01-01
Inborn Errors of Immunity Contribute to the Burden of Skin Disease and Create Opportunities for Improving the Practice of Dermatology	37716649	10.1016/j.jid.2023.08.018	2-s2.0-85173992277	2024-02-01
GenIA, the Genetic Immunology Advisor database for inborn errors of immunity	38040041	10.1016/j.jaci.2023.11.022	2-s2.0-85181080037	2024-01-01
Enhancing health-care data integration via automated semantic mapping		10.1108/EL-06-2023-0142	2-s2.0-85175296345	2023-11-22
An Extendible Realism-Based Ontology for Kinship			2-s2.0-85182274653	2023-01-01
Deep Learning Integration with Phenotypic Similarities and Heterogeneous Networks for Drug-Target Interaction Prediction		10.1109/BIBM58861.2023.10385907	2-s2.0-85184905705	2023-01-01
Relation extraction techniques for personal knowledge graphs			2-s2.0-85182331685	2023-01-01
Multi-Ontology framework of Maternal Milk for Immune Systems (MOMMIS) -Extended Abstract			2-s2.0-85182324587	2023-01-01
lasigeBioTM at SemEval-2023 Task 7: Improving Natural Language Inference Baseline Systems with Domain Ontologies			2-s2.0-85161317135	2023-01-01
ProductKG: A Product Knowledge Graph for User Assistance in Daily Activities			2-s2.0-85185194140	2023-01-01
SVM-DO: identification of tumor-discriminating mRNA signatures via support vector machines supported by Disease Ontology		10.55730/1300-0152.2670	2-s2.0-85182194152	2023-01-01
