id	label	subClassOf
"DOID:0050198"	"Chapare hemorrhagic fever"	"viral infectious disease"
"DOID:0060563"	"Char syndrome"	"patent ductus arteriosus"
"DOID:10595"	"Charcot-Marie-Tooth disease"	"neuromuscular disease"
"DOID:0110209"	"Charcot-Marie-Tooth disease X-linked dominant 1"	"Charcot-Marie-Tooth disease type X"
"DOID:0110207"	"Charcot-Marie-Tooth disease X-linked dominant 6"	"Charcot-Marie-Tooth disease type X"
"DOID:0110208"	"Charcot-Marie-Tooth disease X-linked recessive 2"	"Charcot-Marie-Tooth disease type X"
"DOID:0110211"	"Charcot-Marie-Tooth disease X-linked recessive 3"	"Charcot-Marie-Tooth disease type X"
"DOID:0110212"	"Charcot-Marie-Tooth disease X-linked recessive 4"	"Charcot-Marie-Tooth disease type X"
"DOID:0110210"	"Charcot-Marie-Tooth disease X-linked recessive 5"	"Charcot-Marie-Tooth disease type X"
"DOID:0110182"	"Charcot-Marie-Tooth disease axonal type 2C"	"Charcot-Marie-Tooth disease type 2"
"DOID:0110180"	"Charcot-Marie-Tooth disease axonal type 2CC"	"Charcot-Marie-Tooth disease type 2"
"DOID:0110163"	"Charcot-Marie-Tooth disease axonal type 2F"	"Charcot-Marie-Tooth disease type 2"
"DOID:0110166"	"Charcot-Marie-Tooth disease axonal type 2H"	"Charcot-Marie-Tooth disease type 2"
"DOID:0051043"	"Charcot-Marie-Tooth disease axonal type 2JJ"	"Charcot-Marie-Tooth disease type 2"
"DOID:0110167"	"Charcot-Marie-Tooth disease axonal type 2K"	"Charcot-Marie-Tooth disease type 2"
"DOID:0110174"	"Charcot-Marie-Tooth disease axonal type 2L"	"Charcot-Marie-Tooth disease type 2"
"DOID:0110177"	"Charcot-Marie-Tooth disease axonal type 2N"	"Charcot-Marie-Tooth disease type 2"
"DOID:0110175"	"Charcot-Marie-Tooth disease axonal type 2O"	"Charcot-Marie-Tooth disease type 2"
"DOID:0110169"	"Charcot-Marie-Tooth disease axonal type 2P"	"Charcot-Marie-Tooth disease type 2"
"DOID:0110170"	"Charcot-Marie-Tooth disease axonal type 2Q"	"Charcot-Marie-Tooth disease type 2"
"DOID:0110171"	"Charcot-Marie-Tooth disease axonal type 2S"	"Charcot-Marie-Tooth disease type 2"
"DOID:0110160"	"Charcot-Marie-Tooth disease axonal type 2T"	"Charcot-Marie-Tooth disease type 2"
"DOID:0110173"	"Charcot-Marie-Tooth disease axonal type 2U"	"Charcot-Marie-Tooth disease type 2"
"DOID:0110178"	"Charcot-Marie-Tooth disease axonal type 2V"	"Charcot-Marie-Tooth disease type 2"
"DOID:0110176"	"Charcot-Marie-Tooth disease axonal type 2X"	"Charcot-Marie-Tooth disease type 2"
"DOID:0110181"	"Charcot-Marie-Tooth disease axonal type 2Z"	"Charcot-Marie-Tooth disease type 2"
"DOID:0110202"	"Charcot-Marie-Tooth disease dominant intermediate A"	"Charcot-Marie-Tooth disease intermediate type"
"DOID:0110197"	"Charcot-Marie-Tooth disease dominant intermediate B"	"Charcot-Marie-Tooth disease intermediate type"
"DOID:0110199"	"Charcot-Marie-Tooth disease dominant intermediate C"	"Charcot-Marie-Tooth disease intermediate type"
"DOID:0110200"	"Charcot-Marie-Tooth disease dominant intermediate D"	"Charcot-Marie-Tooth disease intermediate type"
"DOID:0110205"	"Charcot-Marie-Tooth disease dominant intermediate E"	"Charcot-Marie-Tooth disease intermediate type"
"DOID:0110206"	"Charcot-Marie-Tooth disease dominant intermediate F"	"Charcot-Marie-Tooth disease intermediate type"
"DOID:0080294"	"Charcot-Marie-Tooth disease dominant intermediate G"	"Charcot-Marie-Tooth disease intermediate type"
"DOID:0050543"	"Charcot-Marie-Tooth disease intermediate type"	"Charcot-Marie-Tooth disease"
"DOID:0110201"	"Charcot-Marie-Tooth disease recessive intermediate A"	"Charcot-Marie-Tooth disease intermediate type"
"DOID:0110204"	"Charcot-Marie-Tooth disease recessive intermediate B"	"Charcot-Marie-Tooth disease intermediate type"
"DOID:0110198"	"Charcot-Marie-Tooth disease recessive intermediate C"	"Charcot-Marie-Tooth disease intermediate type"
"DOID:0110203"	"Charcot-Marie-Tooth disease recessive intermediate D"	"Charcot-Marie-Tooth disease intermediate type"
"DOID:0050538"	"Charcot-Marie-Tooth disease type 1"	"Charcot-Marie-Tooth disease"
"DOID:0110148"	"Charcot-Marie-Tooth disease type 1A"	"Charcot-Marie-Tooth disease type 1"
"DOID:0110152"	"Charcot-Marie-Tooth disease type 1B"	"Charcot-Marie-Tooth disease type 1"
"DOID:0110151"	"Charcot-Marie-Tooth disease type 1C"	"Charcot-Marie-Tooth disease type 1"
"DOID:0110150"	"Charcot-Marie-Tooth disease type 1D"	"Charcot-Marie-Tooth disease type 1"
"DOID:0110153"	"Charcot-Marie-Tooth disease type 1E"	"Charcot-Marie-Tooth disease type 1"
"DOID:0110149"	"Charcot-Marie-Tooth disease type 1F"	"Charcot-Marie-Tooth disease type 1"
"DOID:0111560"	"Charcot-Marie-Tooth disease type 1G"	"Charcot-Marie-Tooth disease type 1"
"DOID:0050539"	"Charcot-Marie-Tooth disease type 2"	"Charcot-Marie-Tooth disease"
"DOID:0110154"	"Charcot-Marie-Tooth disease type 2A1"	"Charcot-Marie-Tooth disease type 2"
"DOID:0110155"	"Charcot-Marie-Tooth disease type 2A2A"	"Charcot-Marie-Tooth disease type 2"
"DOID:0111557"	"Charcot-Marie-Tooth disease type 2A2B"	"Charcot-Marie-Tooth disease type 2"
"DOID:0110159"	"Charcot-Marie-Tooth disease type 2B"	"Charcot-Marie-Tooth disease type 2"
"DOID:0110156"	"Charcot-Marie-Tooth disease type 2B1"	"Charcot-Marie-Tooth disease type 2"
"DOID:0110179"	"Charcot-Marie-Tooth disease type 2B2"	"Charcot-Marie-Tooth disease type 2"
"DOID:0110164"	"Charcot-Marie-Tooth disease type 2D"	"Charcot-Marie-Tooth disease type 2"
"DOID:0111558"	"Charcot-Marie-Tooth disease type 2DD"	"Charcot-Marie-Tooth disease type 2"
"DOID:0110165"	"Charcot-Marie-Tooth disease type 2E"	"Charcot-Marie-Tooth disease type 2"
"DOID:0111559"	"Charcot-Marie-Tooth disease type 2EE"	"Charcot-Marie-Tooth disease type 2"
"DOID:0110158"	"Charcot-Marie-Tooth disease type 2I"	"Charcot-Marie-Tooth disease type 2"
"DOID:0110157"	"Charcot-Marie-Tooth disease type 2J"	"Charcot-Marie-Tooth disease type 2"
"DOID:0110161"	"Charcot-Marie-Tooth disease type 2R"	"Charcot-Marie-Tooth disease type 2"
"DOID:0110168"	"Charcot-Marie-Tooth disease type 2Y"	"Charcot-Marie-Tooth disease type 2"
"DOID:0050540"	"Charcot-Marie-Tooth disease type 3"	"Charcot-Marie-Tooth disease"
"DOID:0050541"	"Charcot-Marie-Tooth disease type 4"	"Charcot-Marie-Tooth disease"
"DOID:0110185"	"Charcot-Marie-Tooth disease type 4A"	"Charcot-Marie-Tooth disease type 4"
"DOID:0110191"	"Charcot-Marie-Tooth disease type 4B1"	"Charcot-Marie-Tooth disease type 4"
"DOID:0110190"	"Charcot-Marie-Tooth disease type 4B2"	"Charcot-Marie-Tooth disease type 4"
"DOID:0110194"	"Charcot-Marie-Tooth disease type 4B3"	"Charcot-Marie-Tooth disease type 4"
"DOID:0110183"	"Charcot-Marie-Tooth disease type 4C"	"Charcot-Marie-Tooth disease type 4"
"DOID:0110186"	"Charcot-Marie-Tooth disease type 4D"	"Charcot-Marie-Tooth disease type 4"
"DOID:0110195"	"Charcot-Marie-Tooth disease type 4E"	"Charcot-Marie-Tooth disease type 4"
"DOID:0110193"	"Charcot-Marie-Tooth disease type 4F"	"Charcot-Marie-Tooth disease type 4"
"DOID:0110196"	"Charcot-Marie-Tooth disease type 4G"	"Charcot-Marie-Tooth disease type 4"
"DOID:0110192"	"Charcot-Marie-Tooth disease type 4H"	"Charcot-Marie-Tooth disease type 4"
"DOID:0110184"	"Charcot-Marie-Tooth disease type 4J"	"Charcot-Marie-Tooth disease type 4"
"DOID:0110187"	"Charcot-Marie-Tooth disease type 4K"	"Charcot-Marie-Tooth disease type 4"
"DOID:0080067"	"Charcot-Marie-Tooth disease type 5"	"Charcot-Marie-Tooth disease"
"DOID:0080068"	"Charcot-Marie-Tooth disease type 6"	"Charcot-Marie-Tooth disease"
"DOID:0080069"	"Charcot-Marie-Tooth disease type 7"	"Charcot-Marie-Tooth disease"
"DOID:0050542"	"Charcot-Marie-Tooth disease type X"	"Charcot-Marie-Tooth disease"
"DOID:0110162"	"Charcot-Marie-Tooth disease, axonal type 2W"	"Charcot-Marie-Tooth disease type 2"
"DOID:0050946"	"Charlevoix-Saguenay spastic ataxia"	"autosomal recessive cerebellar ataxia"
"DOID:2935"	"Chediak-Higashi syndrome"	"syndrome"
"DOID:0060386"	"Chilblain lupus"	"cutaneous lupus erythematosus"
"DOID:0040083"	"Chlamydia pneumonia"	"bacterial pneumonia"
"DOID:0060825"	"Christianson syndrome"	"syndromic X-linked intellectual disability"
"DOID:3049"	"Churg-Strauss syndrome"	"vasculitis"
"DOID:0080234"	"Clark-Baraitser syndrome"	"autosomal dominant intellectual developmental disorder"
"DOID:0060185"	"Clostridium difficile colitis"	"colitis"
"DOID:14693"	"Clouston syndrome"	"ectodermal dysplasia"
"DOID:7765"	"Coats disease"	"retinal telangiectasia"
"DOID:2962"	"Cockayne syndrome"	"syndrome"
"DOID:0080907"	"Cockayne syndrome A"	"Cockayne syndrome"
"DOID:0080908"	"Cockayne syndrome B"	"Cockayne syndrome"
"DOID:3783"	"Coffin-Lowry syndrome"	"syndrome"
"DOID:1925"	"Coffin-Siris syndrome"	"autosomal dominant intellectual developmental disorder"
"DOID:0070042"	"Coffin-Siris syndrome 1"	"Coffin-Siris syndrome"
"DOID:0112371"	"Coffin-Siris syndrome 10"	"Coffin-Siris syndrome"
"DOID:0112372"	"Coffin-Siris syndrome 11"	"Coffin-Siris syndrome"
"DOID:0112370"	"Coffin-Siris syndrome 12"	"Coffin-Siris syndrome"
"DOID:0070044"	"Coffin-Siris syndrome 2"	"Coffin-Siris syndrome"
"DOID:0070045"	"Coffin-Siris syndrome 3"	"Coffin-Siris syndrome"
"DOID:0070046"	"Coffin-Siris syndrome 4"	"Coffin-Siris syndrome"
"DOID:0112368"	"Coffin-Siris syndrome 5"	"Coffin-Siris syndrome"
"DOID:0080297"	"Coffin-Siris syndrome 6"	"Coffin-Siris syndrome"
"DOID:0112369"	"Coffin-Siris syndrome 7"	"Coffin-Siris syndrome"
"DOID:0112367"	"Coffin-Siris syndrome 8"	"Coffin-Siris syndrome"
"DOID:0070057"	"Coffin-Siris syndrome 9"	"Coffin-Siris syndrome"
"DOID:0060216"	"Cogan syndrome"	"eye disease"
"DOID:0060217"	"Cogan-Reese syndrome"	"eye disease"
"DOID:0111590"	"Cohen syndrome"	"syndrome"
"DOID:0060438"	"Cole-Carpenter syndrome"	"osteogenesis imperfecta"
"DOID:4885"	"Colorado tick fever"	"viral infectious disease"
"DOID:0080101"	"Compton-North congenital myopathy"	"congenital myopathy"
"DOID:12028"	"Conn's syndrome"	"adrenal adenoma"
"DOID:8515"	"Cor pulmonale"	"congestive heart failure"
"DOID:11725"	"Cornelia de Lange syndrome"	"syndrome"
"DOID:0080505"	"Cornelia de Lange syndrome 1"	"Cornelia de Lange syndrome"
"DOID:0080506"	"Cornelia de Lange syndrome 2"	"Cornelia de Lange syndrome"
"DOID:0080507"	"Cornelia de Lange syndrome 3"	"Cornelia de Lange syndrome"
"DOID:0080508"	"Cornelia de Lange syndrome 4"	"Cornelia de Lange syndrome"
"DOID:0080509"	"Cornelia de Lange syndrome 5"	"Cornelia de Lange syndrome"
"DOID:0060970"	"Cornelia de Lange syndrome 6"	"Cornelia de Lange syndrome"
"DOID:0080599"	"Coronavirus infectious disease"	"viral infectious disease"
"DOID:0050469"	"Costello syndrome"	"RASopathy"
"DOID:6457"	"Cowden syndrome"	"PTEN hamartoma tumor syndrome"
"DOID:0081000"	"Cowden syndrome 4"	"Cowden syndrome"
"DOID:0081001"	"Cowden syndrome 5"	"Cowden syndrome"
"DOID:0081002"	"Cowden syndrome 6"	"Cowden syndrome"
"DOID:0081003"	"Cowden syndrome 7"	"Cowden syndrome"
"DOID:7632"	"Cowper gland carcinoma"	"male reproductive organ cancer"
"DOID:11949"	"Creutzfeldt-Jakob disease"	"prion disease"
"DOID:12580"	"Cri-Du-Chat syndrome"	"syndrome"
"DOID:3803"	"Crigler-Najjar syndrome"	"bilirubin metabolic disorder"
"DOID:12287"	"Crimean-Congo hemorrhagic fever"	"viral infectious disease"
"DOID:0060192"	"Crohn's colitis"	"Crohn's disease"
"DOID:8778"	"Crohn's disease"	"inflammatory bowel disease"
"DOID:6225"	"Cronkhite-Canada syndrome"	"stomach disease"
"DOID:2339"	"Crouzon syndrome"	"craniosynostosis"
"DOID:0111161"	"Crouzon syndrome-acanthosis nigricans syndrome"	"syndrome"
"DOID:0080159"	"Cryptococcal meningitis"	"fungal meningitis"
"DOID:0080328"	"Culler-Jones syndrome"	"syndrome"
"DOID:0111546"	"Currarino syndrome"	"syndrome"
"DOID:0080160"	"Cytomegalovirus retinitis"	"retinitis"
"DOID:0050575"	"D-2-hydroxyglutaric aciduria"	"2-hydroxyglutaric aciduria"
"DOID:0111351"	"D-2-hydroxyglutaric aciduria 1"	"D-2-hydroxyglutaric aciduria"
"DOID:0111352"	"D-2-hydroxyglutaric aciduria 2"	"D-2-hydroxyglutaric aciduria"
"DOID:0090031"	"D-bifunctional protein deficiency"	"peroxisomal disease"
"DOID:0111626"	"D-glyceric aciduria"	"inherited metabolic disorder"
"DOID:0040019"	"D-mannitol allergy"	"drug allergy"
"DOID:11246"	"DIC in newborn"	"disseminated intravascular coagulation"
"DOID:0081063"	"DICER1 syndrome"	"syndrome"
"DOID:0060021"	"DNA ligase IV deficiency"	"combined T cell and B cell immunodeficiency"
"DOID:0111627"	"DOORS syndrome"	"syndrome"
"DOID:2785"	"Dandy-Walker syndrome"	"cerebellar disease"
"DOID:0050437"	"Danon disease"	"lysosomal storage disease"
"DOID:14107"	"De Quervain disease"	"arthropathy"
"DOID:0112158"	"De Sanctis-Cacchione syndrome"	"xeroderma pigmentosum"
"DOID:0081126"	"DeSanto-Shinawi syndrome"	"syndrome"
"DOID:0050699"	"Dent disease"	"renal tubular transport disease"
"DOID:0081453"	"Dent disease 1"	"Dent disease"
"DOID:0081454"	"Dent disease 2"	"Dent disease"
"DOID:3764"	"Denys-Drash syndrome"	"syndrome"
"DOID:0060462"	"Desbuquois dysplasia"	"osteochondrodysplasia"
"DOID:11198"	"DiGeorge syndrome"	"syndrome"
"DOID:1339"	"Diamond-Blackfan anemia"	"pure red-cell aplasia"
"DOID:0111895"	"Diamond-Blackfan anemia 1"	"Diamond-Blackfan anemia"
"DOID:0111888"	"Diamond-Blackfan anemia 10"	"Diamond-Blackfan anemia"
"DOID:0111892"	"Diamond-Blackfan anemia 11"	"Diamond-Blackfan anemia"
"DOID:0111882"	"Diamond-Blackfan anemia 12"	"Diamond-Blackfan anemia"
"DOID:0111889"	"Diamond-Blackfan anemia 13"	"Diamond-Blackfan anemia"
"DOID:0111897"	"Diamond-Blackfan anemia 14 with mandibulofacial dysostosis"	"Diamond-Blackfan anemia"
"DOID:0111894"	"Diamond-Blackfan anemia 15 with mandibulofacial dysostosis"	"Diamond-Blackfan anemia"
"DOID:0111893"	"Diamond-Blackfan anemia 16"	"Diamond-Blackfan anemia"
"DOID:0111880"	"Diamond-Blackfan anemia 17"	"Diamond-Blackfan anemia"
"DOID:0111896"	"Diamond-Blackfan anemia 18"	"Diamond-Blackfan anemia"
"DOID:0111886"	"Diamond-Blackfan anemia 19"	"Diamond-Blackfan anemia"
"DOID:0111885"	"Diamond-Blackfan anemia 2"	"Diamond-Blackfan anemia"
"DOID:0111891"	"Diamond-Blackfan anemia 20"	"Diamond-Blackfan anemia"
"DOID:0111890"	"Diamond-Blackfan anemia 4"	"Diamond-Blackfan anemia"
"DOID:0111883"	"Diamond-Blackfan anemia 5"	"Diamond-Blackfan anemia"
"DOID:0111879"	"Diamond-Blackfan anemia 6"	"Diamond-Blackfan anemia"
"DOID:0111878"	"Diamond-Blackfan anemia 7"	"Diamond-Blackfan anemia"
"DOID:0111881"	"Diamond-Blackfan anemia 8"	"Diamond-Blackfan anemia"
"DOID:0111884"	"Diamond-Blackfan anemia 9"	"Diamond-Blackfan anemia"
"DOID:0111887"	"Diamond-blackfan anemia 3"	"Diamond-Blackfan anemia"
"DOID:12070"	"Dieulafoy lesion"	"stomach disease"
"DOID:0090144"	"Donnai-Barrow syndrome"	"syndrome"
"DOID:0050470"	"Donohue syndrome"	"syndrome"
"DOID:0060256"	"Dowling-Degos disease"	"pigmentation disease"
"DOID:14250"	"Down syndrome"	"chromosomal disease"
"DOID:0060745"	"Doyne honeycomb retinal dystrophy"	"retinal drusen"
"DOID:0080422"	"Dravet syndrome"	"developmental and epileptic encephalopathy"
"DOID:10507"	"Dressler's syndrome"	"pericarditis"
"DOID:12557"	"Duane retraction syndrome"	"strabismus"
"DOID:0061027"	"Duane retraction syndrome 1"	"Duane retraction syndrome"
"DOID:0061028"	"Duane retraction syndrome 2"	"Duane retraction syndrome"
"DOID:0061029"	"Duane retraction syndrome 3"	"Duane retraction syndrome"
"DOID:0060747"	"Duane-radial ray syndrome"	"syndrome"
"DOID:12308"	"Dubin-Johnson syndrome"	"bilirubin metabolic disorder"
"DOID:14796"	"Dubowitz syndrome"	"syndrome"
"DOID:11723"	"Duchenne muscular dystrophy"	"muscular dystrophy"
"DOID:0111167"	"Dyggve-Melchior-Clausen disease"	"spondyloepimetaphyseal dysplasia"
"DOID:0060484"	"EAST syndrome"	"syndrome"
"DOID:0060782"	"EEC syndrome"	"syndrome"
"DOID:0081249"	"EWSR1-negative small round cell tumor"	"small cell sarcoma"
"DOID:0081065"	"EZB diffuse large B-cell lymphoma"	"diffuse large B-cell lymphoma"
"DOID:0081070"	"EZB-MYC+ diffuse large B-cell lymphoma"	"EZB diffuse large B-cell lymphoma"
"DOID:0081071"	"EZB-MYC- diffuse large B-cell lymphoma"	"EZB diffuse large B-cell lymphoma"
"DOID:10841"	"Eastern equine encephalitis"	"viral infectious disease"
"DOID:4325"	"Ebola virus disease"	"viral infectious disease"
"DOID:14289"	"Ebstein anomaly"	"tricuspid valve disease"
"DOID:1085"	"Edwards syndrome"	"chromosomal duplication syndrome"
"DOID:13359"	"Ehlers-Danlos syndrome"	"collagen disease"
"DOID:0080727"	"Ehlers-Danlos syndrome arthrochalasia type 1"	"Ehlers-Danlos syndrome"
"DOID:0080728"	"Ehlers-Danlos syndrome arthrochalasia type 2"	"Ehlers-Danlos syndrome"
"DOID:0080730"	"Ehlers-Danlos syndrome cardiac valvular type"	"Ehlers-Danlos syndrome"
"DOID:14720"	"Ehlers-Danlos syndrome classic type 1"	"Ehlers-Danlos syndrome"
"DOID:0080726"	"Ehlers-Danlos syndrome classic type 2"	"Ehlers-Danlos syndrome"
"DOID:0080731"	"Ehlers-Danlos syndrome classic-like 1"	"Ehlers-Danlos syndrome"
"DOID:0080732"	"Ehlers-Danlos syndrome classic-like 2"	"Ehlers-Danlos syndrome"
"DOID:0080733"	"Ehlers-Danlos syndrome dermatosparaxis type"	"Ehlers-Danlos syndrome"
"DOID:14757"	"Ehlers-Danlos syndrome hypermobility type"	"Ehlers-Danlos syndrome"
"DOID:0080734"	"Ehlers-Danlos syndrome kyphoscoliotic type 1"	"Ehlers-Danlos syndrome"
"DOID:0080735"	"Ehlers-Danlos syndrome kyphoscoliotic type 2"	"Ehlers-Danlos syndrome"
"DOID:0080736"	"Ehlers-Danlos syndrome musculocontractural type 1"	"Ehlers-Danlos syndrome"
"DOID:0080737"	"Ehlers-Danlos syndrome musculocontractural type 2"	"Ehlers-Danlos syndrome"
"DOID:0080986"	"Ehlers-Danlos syndrome periodontal type 1"	"Ehlers-Danlos syndrome"
"DOID:0080987"	"Ehlers-Danlos syndrome periodontal type 2"	"Ehlers-Danlos syndrome"
"DOID:0080738"	"Ehlers-Danlos syndrome spondylodysplastic type 1"	"Ehlers-Danlos syndrome"
"DOID:0050802"	"Ehlers-Danlos syndrome spondylodysplastic type 2"	"Ehlers-Danlos syndrome"
"DOID:0080739"	"Ehlers-Danlos syndrome spondylodysplastic type 3"	"Ehlers-Danlos syndrome"
"DOID:5050"	"Ehrlich tumor carcinoma"	"breast carcinoma"
"DOID:0111732"	"Eiken syndrome"	"bone development disease"
"DOID:12714"	"Ellis-Van Creveld syndrome"	"syndrome"
"DOID:0080631"	"Elsahy-Waters syndrome"	"syndrome"
"DOID:11726"	"Emery-Dreifuss muscular dystrophy"	"muscular dystrophy"
"DOID:0050204"	"Epstein-Barr virus hepatitis"	"viral hepatitis"
"DOID:2938"	"Epstein-Barr virus infectious disease"	"viral infectious disease"
"DOID:4329"	"Erdheim-Chester disease"	"non-Langerhans-cell histiocytosis"
"DOID:8931"	"Evans' syndrome"	"primary thrombocytopenia"
"DOID:3369"	"Ewing sarcoma"	"connective tissue cancer"
"DOID:3368"	"Ewing sarcoma of bone"	"Ewing sarcoma"
"DOID:14711"	"FG syndrome"	"syndrome"
"DOID:14499"	"Fabry disease"	"sphingolipidosis"
"DOID:13636"	"Fanconi anemia"	"congenital hypoplastic anemia"
"DOID:0111095"	"Fanconi anemia complementation group A"	"Fanconi anemia"
"DOID:0111098"	"Fanconi anemia complementation group B"	"Fanconi anemia"
"DOID:0111087"	"Fanconi anemia complementation group C"	"Fanconi anemia"
"DOID:0111089"	"Fanconi anemia complementation group D1"	"Fanconi anemia"
"DOID:0111083"	"Fanconi anemia complementation group D2"	"Fanconi anemia"
"DOID:0111084"	"Fanconi anemia complementation group E"	"Fanconi anemia"
"DOID:0111088"	"Fanconi anemia complementation group F"	"Fanconi anemia"
"DOID:0111086"	"Fanconi anemia complementation group G"	"Fanconi anemia"
"DOID:0111091"	"Fanconi anemia complementation group I"	"Fanconi anemia"
"DOID:0111097"	"Fanconi anemia complementation group J"	"Fanconi anemia"
"DOID:0111082"	"Fanconi anemia complementation group L"	"Fanconi anemia"
"DOID:0111094"	"Fanconi anemia complementation group N"	"Fanconi anemia"
"DOID:0111096"	"Fanconi anemia complementation group O"	"Fanconi anemia"
"DOID:0111092"	"Fanconi anemia complementation group P"	"Fanconi anemia"
"DOID:0111093"	"Fanconi anemia complementation group Q"	"Fanconi anemia"
"DOID:0111090"	"Fanconi anemia complementation group R"	"Fanconi anemia"
"DOID:0060979"	"Fanconi anemia complementation group S"	"Fanconi anemia"
"DOID:0111081"	"Fanconi anemia complementation group T"	"Fanconi anemia"
"DOID:0111085"	"Fanconi anemia complementation group U"	"Fanconi anemia"
"DOID:0111080"	"Fanconi anemia complementation group V"	"Fanconi anemia"
"DOID:0060978"	"Fanconi anemia complementation group W"	"Fanconi anemia"
"DOID:0080757"	"Fanconi renotubular syndrome 1"	"Fanconi syndrome"
"DOID:0080758"	"Fanconi renotubular syndrome 2"	"Fanconi syndrome"
"DOID:0080759"	"Fanconi renotubular syndrome 3"	"Fanconi syndrome"
"DOID:0080760"	"Fanconi renotubular syndrome 4"	"Fanconi syndrome"
"DOID:0080761"	"Fanconi renotubular syndrome 5"	"Fanconi syndrome"
"DOID:1062"	"Fanconi syndrome"	"renal tubular transport disease"
"DOID:0070562"	"Fanconi-Bickel syndrome"	"glucose metabolism disease"
"DOID:0090066"	"Fanconi-like syndrome"	"syndrome"
"DOID:0050046"	"Far Eastern spotted fever"	"spotted fever"
"DOID:0050464"	"Farber lipogranulomatosis"	"lipid storage disease"
"DOID:0080632"	"Fazio-Londe disease"	"progressive bulbar palsy"
"DOID:0060464"	"Feingold syndrome"	"syndrome"
"DOID:11042"	"Felty's syndrome"	"syndrome"
