ID	LABEL	SubClass Of [ANON]
DOID:0050488	early congenital syphilis	'disease has basis in' some 'Abnormality of prenatal development or birth'|'disease has feature' some 'intellectual disability'|'disease has feature' some choroiditis|'has symptom' some 'enlargement of lymph nodes'|'has symptom' some 'failure to thrive'|'has symptom' some 'skin lesion'|'has symptom' some hepatosplenomegaly|'has symptom' some hydrocephalus|'has symptom' some lymphadenopathy|'has symptom' some meningitis|'has symptom' some seizure|'transmitted by' some 'placental transmission'
DOID:0050490	parenchymatous neurosyphilis	'has symptom' some 'concentration difficulty'|'has symptom' some fatigue|'has symptom' some headache|'has symptom' some insomnia|'has symptom' some irritability|'has symptom' some lethargy
DOID:0050491	meningovascular neurosyphilis	'disease has feature' some 'muscular atrophy'|'has symptom' some 'memory impairment'|'has symptom' some 'memory loss'|'has symptom' some 'muscle weakness'|'has symptom' some 'stiff neck'|'has symptom' some 'urinary incontinence'|'has symptom' some dizziness|'has symptom' some headache|'has symptom' some insomnia|'has symptom' some paralysis
DOID:0050495	exanthema subitum	'has material basis in' some ('Human betaherpesvirus 6' or 'Human betaherpesvirus 7')|'has symptom' some 'high fever'
DOID:0050513	spinal polio	'disease has location' some 'spinal cord'|'has symptom' some 'breathing problems'|'has symptom' some 'hind limb paralysis'
DOID:0050514	bulbospinal polio	'disease has location' some ('spinal cord' or brainstem)|'has symptom' some 'breathing problems'|'has symptom' some 'hind limb paralysis'|'has symptom' some dysphagia|'has symptom' some paralysis
DOID:0050515	paralytic poliomyelitis	'disease has location' some 'central nervous system'|'has symptom' some 'flaccid paralysis'
DOID:0050516	O'nyong'nyong fever	'has symptom' some 'joint pain'|'has symptom' some fever|'has symptom' some lymphadenitis|'has symptom' some rash|'transmitted by' some 'Anopheles funestus'|'transmitted by' some 'Anopheles gambiae'
DOID:0050517	Barmah Forest virus disease	'has material basis in' some 'Barmah Forest virus'|'has symptom' some 'joint pain'|'has symptom' some fever|'has symptom' some rash
DOID:0050518	Ross River fever	'has material basis in' some 'Ross River virus'|'has symptom' some 'joint pain'|'has symptom' some fever|'has symptom' some rash|'transmitted by' some 'Culex <genus>'
DOID:0050521	Oropouche fever	'has material basis in' some 'Oropouche virus'|'has symptom' some 'joint pain'|'has symptom' some 'muscle pain'|'has symptom' some anorexia|'has symptom' some chills|'has symptom' some fever|'has symptom' some headache|'has symptom' some vomiting|'transmitted by' some 'Culicoides <genus>'
DOID:0050522	Balkan hemorrhagic fever	'has symptom' some 'muscle pain'|'has symptom' some 'renal failure'|'has symptom' some fever|'has symptom' some flushing|'has symptom' some headache|'has symptom' some petechiae|'has symptom' some proteinuria|'transmitted by' some 'Apodemus flavicollis'
DOID:0050523	adult T-cell leukemia/lymphoma	'existence starts during' some 'Adult onset'|'has material basis in' some 'Human T-cell leukemia virus type I'|'transmitted by' some 'contact transmission'|'transmitted by' some 'vehicle-borne ingestion transmission'|'transmitted by' some 'vehicle-borne medical transmission'
DOID:0050524	maturity-onset diabetes of the young	'has material basis in' some 'autosomal dominant inheritance'
DOID:0050526	Gamstorp-Wohlfart syndrome	'has symptom' some 'progressive weakness'
DOID:0050528	nonphotosensitive trichothiodystrophy 4	'has material basis in' some 'autosomal recessive inheritance'
DOID:0050529	adult spinal muscular atrophy	'existence starts during' some 'Adult onset'|'has material basis in' some 'autosomal recessive inheritance'|'has symptom' some 'muscle weakness'|'has symptom' some 'progressive weakness'
DOID:0050530	intermediate spinal muscular atrophy	'existence starts during' some 'Childhood onset'|'has material basis in' some 'autosomal recessive inheritance'|'has symptom' some 'muscle weakness'|'has symptom' some 'progressive weakness'
DOID:0050534	congenital stationary night blindness	'disease has basis in' some 'Abnormality of prenatal development or birth'
DOID:0050535	exudative vitreoretinopathy	'has symptom' some hemorrhage
DOID:0050540	Charcot-Marie-Tooth disease type 3	'has material basis in' some 'autosomal dominant inheritance'|'has material basis in' some 'autosomal recessive inheritance'
DOID:0050546	congenital adrenal insufficiency	'disease has basis in' some 'Abnormality of prenatal development or birth'|'has material basis in' some 'autosomal dominant inheritance'|'has material basis in' some 'autosomal recessive inheritance'
DOID:0050547	familial medullary thyroid carcinoma	'has material basis in' some 'autosomal dominant inheritance'
DOID:0050553	proteasome-associated autoinflammatory syndrome 1	'has material basis in' some 'autosomal recessive inheritance'|'has material basis in' some 'digenic inheritance'
DOID:0050554	X-linked sideroblastic anemia with ataxia	'has material basis in' some 'X-linked recessive inheritance'
DOID:0050557	congenital muscular dystrophy	'disease has basis in' some 'Abnormality of prenatal development or birth'|'has symptom' some 'muscle weakness'|'has symptom' some 'progressive weakness'
DOID:0050558	Ullrich congenital muscular dystrophy	'disease has basis in' some 'Abnormality of prenatal development or birth'|'has material basis in' some 'autosomal dominant inheritance'|'has material basis in' some 'autosomal recessive inheritance'|'has symptom' some 'muscle weakness'
DOID:0050559	Fukuyama congenital muscular dystrophy	'disease has basis in' some 'Abnormality of prenatal development or birth'|'has material basis in' some 'autosomal recessive inheritance'|'has symptom' some 'muscle weakness'
DOID:0050560	Walker-Warburg syndrome	'has material basis in' some 'autosomal recessive inheritance'
DOID:0050561	Lennox-Gastaut syndrome	'existence starts during' some 'Childhood onset'
DOID:0050562	West syndrome	'existence starts during' some 'Infantile onset'
DOID:0050564	autosomal dominant nonsyndromic deafness	'has material basis in' some 'autosomal dominant inheritance'
DOID:0050565	autosomal recessive nonsyndromic deafness	'has material basis in' some 'autosomal recessive inheritance'
DOID:0050566	X-linked nonsyndromic deafness	'has material basis in' some 'X-linked inheritance'
DOID:0050567	orofacial cleft	'physical disorder' and ('disease has basis in' some symptom)|('disease has location' some 'soft palate') or ('disease has location' some lip) or ('disease has location' some 'hard palate')
DOID:0050568	spondylocostal dysostosis	'disease has location' some 'vertebral column'|'disease has location' some rib
DOID:0050569	Seckel syndrome	'has material basis in' some 'autosomal recessive inheritance'
DOID:0050570	congenital disorder of glycosylation type I	'disease has basis in' some 'Abnormality of prenatal development or birth'
DOID:0050571	congenital disorder of glycosylation type II	'disease has basis in' some 'Abnormality of prenatal development or birth'
DOID:0050572	cone-rod dystrophy	'disease has basis in' some gene
DOID:0050574	L-2-hydroxyglutaric aciduria	'disease has location' some cerebellum
DOID:0050575	D-2-hydroxyglutaric aciduria	'disease has location' some cerebrum
DOID:0050576	Senior-Loken syndrome	'has material basis in' some 'autosomal recessive inheritance'
DOID:0050577	cranioectodermal dysplasia	'has material basis in' some 'autosomal recessive inheritance'
DOID:0050579	glycogen storage disease XV	'has material basis in' some 'autosomal recessive inheritance'|'has symptom' some 'muscle weakness'
DOID:0050581	brachydactyly	'disease has location' some (foot and finger)|'has phenotype' some 'Abnormal digit morphology'
DOID:0050585	congenital generalized lipodystrophy	'disease has basis in' some 'Abnormality of prenatal development or birth'|'has material basis in' some 'autosomal recessive inheritance'
DOID:0050588	muscular dystrophy-dystroglycanopathy type B1	'has material basis in' some 'autosomal recessive inheritance'|'has symptom' some 'muscle weakness'
DOID:0050590	severe congenital neutropenia	'disease has basis in' some 'Abnormality of prenatal development or birth'
DOID:0050591	tooth agenesis	'has phenotype' some 'Tooth agenesis'
DOID:0050592	asphyxiating thoracic dystrophy	'disease has location' some rib|'has phenotype' some ('Short ribs' and 'Thoracic hypoplasia')
DOID:0050593	primary congenital glaucoma	'disease has basis in' some 'Abnormality of prenatal development or birth'|'disease has basis in' some gene
DOID:0050596	taeniasis	'has material basis in' some 'Taenia saginata'|'has material basis in' some 'Taenia solium'
DOID:0050597	intestinal schistosomiasis	'disease has location' some intestine|'has phenotype' some Eosinophilia|'has symptom' some 'abdominal pain'|'has symptom' some cough|'has symptom' some diarrhea|'has symptom' some fever|'has symptom' some hematochezia|'has symptom' some hepatosplenomegaly|'has symptom' some rectorrhagia
DOID:0050598	extrapulmonary tuberculosis	'disease has location' some 'genitourinary system'
DOID:0050600	ABCD syndrome	'has material basis in' some 'autosomal recessive inheritance'
DOID:0050601	ADULT syndrome	'has material basis in' some 'autosomal dominant inheritance'
DOID:0050602	triple-A syndrome	'has material basis in' some 'autosomal recessive inheritance'
DOID:0050603	acheiropody	'has material basis in' some 'autosomal recessive inheritance'
DOID:0050604	acrocapitofemoral dysplasia	'has material basis in' some 'autosomal recessive inheritance'
DOID:0050605	acrodermatitis enteropathica	'disease has basis in' some structural_variant
DOID:0050606	acrokeratosis verruciformis	'has material basis in' some 'autosomal dominant inheritance'
DOID:0050619	paranasal sinus cancer	'disease has location' some 'paranasal sinus'
DOID:0050628	advanced sleep phase syndrome	'has material basis in' some 'autosomal dominant inheritance'
DOID:0050629	Aicardi-Goutieres syndrome	'has material basis in' some 'autosomal inheritance'
DOID:0050630	Aland Island eye disease	'has material basis in' some 'X-linked recessive inheritance'
DOID:0050631	Allan-Herndon-Dudley syndrome	'has material basis in' some 'X-linked recessive inheritance'
DOID:0050632	oculocutaneous albinism	'has material basis in' some 'autosomal recessive inheritance'
DOID:0050634	alopecia universalis	'has material basis in' some 'autosomal recessive inheritance'
DOID:0050635	alternating hemiplegia of childhood	'existence starts during' some 'Childhood onset'
DOID:0050636	familial visceral amyloidosis	'has material basis in' some 'autosomal dominant inheritance'
DOID:0050637	Finnish type amyloidosis	'disease has feature' some 'cutis laxa'|'disease has feature' some 'lattice corneal dystrophy'|'disease has location' some 'zone of skin'|'disease has location' some eye|'disease has location' some nerve|'has material basis in' some 'autosomal dominant inheritance'|'has symptom' some 'facial paralysis'
DOID:0050638	transthyretin amyloidosis	'disease has location' some heart|'disease has location' some nerve|'has material basis in' some 'autosomal dominant inheritance'
DOID:0050639	primary cutaneous amyloidosis	'disease has basis in' some structural_variant
DOID:0050640	anauxetic dysplasia 1	'has material basis in' some 'autosomal recessive inheritance'
DOID:0050644	arterial calcification of infancy	'disease has location' some artery|'existence starts during' some 'Infantile onset'
DOID:0050648	atelosteogenesis	'disease has location' some 'vertebral column'
DOID:0050649	atransferrinemia	'has material basis in' some 'autosomal recessive inheritance'
DOID:0050650	familial atrial fibrillation	'has symptom' some 'atrial fibrillation'
DOID:0050656	pseudo-TORCH syndrome 1	'has material basis in' some 'autosomal recessive inheritance'
DOID:0050657	Bannayan-Riley-Ruvalcaba syndrome	'has material basis in' some 'autosomal dominant inheritance'
DOID:0050658	Bart-Pumphrey syndrome	'has material basis in' some 'autosomal dominant inheritance'
DOID:0050659	biotin-responsive basal ganglia disease	'disease has feature' some dystonia|'has symptom' some ataxia|'has symptom' some confusion|'has symptom' some dysphagia|'has symptom' some seizure
DOID:0050660	Beare-Stevenson cutis gyrata syndrome	'has material basis in' some 'autosomal dominant inheritance'
DOID:0050665	fetal alcohol syndrome	'existence starts during' some 'Pediatric onset'|'has disease driver' some alcohol|'has phenotype' some 'Neurodevelopmental abnormality'
DOID:0050666	partial fetal alcohol syndrome	'existence starts during' some 'Pediatric onset'|'has disease driver' some alcohol|'has phenotype' some 'Neurodevelopmental abnormality'
DOID:0050667	alcohol-related neurodevelopmental disorder	'existence starts during' some 'Pediatric onset'|'has phenotype' some 'Neurodevelopmental abnormality'
DOID:0050668	alcohol-related birth defects	'existence starts during' some 'Pediatric onset'|'has disease driver' some alcohol
DOID:0050670	ataxic cerebral palsy	'has phenotype' some Hypotonia
DOID:0050672	dyskinetic cerebral palsy	'has phenotype' some Hypotonia
DOID:0050674	congenital bile acid synthesis defect	'disease has basis in' some 'Abnormality of prenatal development or birth'
DOID:0050675	Birk-Barel syndrome	'has material basis in' some 'autosomal dominant inheritance'
DOID:0050676	Birt-Hogg-Dube syndrome	'has material basis in' some 'autosomal dominant inheritance'
DOID:0050677	Bjornstad syndrome	'has material basis in' some 'autosomal recessive inheritance'
DOID:0050678	Blau syndrome	'has material basis in' some 'autosomal dominant inheritance'
DOID:0050679	blue cone monochromacy	'has material basis in' some 'X-linked recessive inheritance'
