extClass,label
OMIM:129550,Ectodermal Dysplasia With Adrenal Cyst
OMIM:610370,"Diarrhea 4, Malabsorptive, Congenital"
OMIM:220600,"Split-Hand/Foot Malformation 1 With Sensorineural Hearing Loss, Autosomal Recessive"
OMIM:610253,Kleefstra Syndrome
OMIM:206780,Anodontia Of Permanent Dentition
OMIM:245900,Lecithin:Cholesterol Acyltransferase Deficiency
OMIM:229500,Fructose And Galactose Intolerance
OMIM:235830,Histidinuria Due To A Renal Tubular Defect
OMIM:614937,"Myoclonus, Familial Cortical"
OMIM:606054,Propionic Acidemia
OMIM:601776,"Ehlers-Danlos Syndrome, Musculocontractural Type 1"
OMIM:612165,Retinitis Pigmentosa 29
OMIM:609313,"Mental Retardation, Enteropathy, Deafness, Peripheral Neuropathy, Ichthyosis, And Keratoderma"
OMIM:615541,"Mental Retardation, Autosomal Recessive 39"
OMIM:223330,"Diverticulosis Of Bowel, Hernia, And Retinal Detachment"
OMIM:123150,Jackson-Weiss Syndrome
OMIM:118000,Cervical Vertebral Bridge
OMIM:165510,Optic Atrophy With Negative Electroretinograms
OMIM:207770,Aprosencephaly Syndrome
OMIM:300472,"Corpus Callosum, Agenesis Of, With Mental Retardation, Ocular Coloboma, And Micrognathia"
OMIM:300301,"Ectodermal Dysplasia, Anhidrotic, With Immunodeficiency, Osteopetrosis, And Lymphedema"
OMIM:613801,Retinitis Pigmentosa 40
OMIM:604563,"Charcot-Marie-Tooth Disease, Type 4b2"
OMIM:602484,Pelvic Hypoplasia With Lower-Limb Arthrogryposis
OMIM:609924,Aminoacylase 1 Deficiency
OMIM:237900,"Hyperbilirubinemia, Transient Familial Neonatal"
OMIM:162500,"Neuropathy, Hereditary, With Liability To Pressure Palsies"
OMIM:312100,"Pseudohermaphroditism, Incomplete Male, Type I"
OMIM:613855,"Episodic Ataxia, Type 5"
OMIM:614582,Combined Oxidative Phosphorylation Deficiency 9
OMIM:606056,"Congenital Disorder Of Glycosylation, Type Iib"
OMIM:612237,"Chondrosarcoma, Extraskeletal Myxoid"
OMIM:601941,"Diabetes Mellitus, Insulin-Dependent, 6"
OMIM:151441,"Leukemia/Lymphoma, Chronic B-Cell, 5"
OMIM:611225,"Spastic Paraplegia 18, Autosomal Recessive"
OMIM:610455,"Tumoral Calcinosis, Normophosphatemic, Familial"
OMIM:600084,"Macrocytosis, Familial"
OMIM:311050,Optic Atrophy 2
OMIM:207620,Aphalangy With Hemivertebrae
OMIM:150170,"Lactic Acidosis, Chronic Adult Form"
OMIM:157151,Microspherophakia-Metaphyseal Dysplasia
OMIM:151630,"Lip, Median Nodule Of Upper"
OMIM:557000,Pearson Marrow-Pancreas Syndrome
OMIM:108725,Atherosclerosis Susceptibility
OMIM:271320,"Spinocerebellar Degeneration With Macular Corneal Dystrophy, Congenital Cataracts, And Myopia"
OMIM:273750,Three M Syndrome 1
OMIM:146590,"Ichthyosis Hystrix, Curth-Macklin Type"
OMIM:153640,Fechtner Syndrome
OMIM:300106,"Spondyloepimetaphyseal Dysplasia, X-Linked"
OMIM:612868,"Corneal Dystrophy, Posterior Amorphous"
OMIM:613355,Chromosome 17q23.1-Q23.2 Deletion Syndrome
OMIM:233500,Gorlin-Chaudhry-Moss Syndrome
OMIM:603649,Cone-Rod Dystrophy 7
OMIM:611718,"Hypomagnesemia 4, Renal"
OMIM:614171,Hermansky-Pudlak Syndrome 9
OMIM:262400,"Isolated Growth Hormone Deficiency, Type Ia"
OMIM:133600,Exostoses Of Heel
OMIM:220150,"Hypouricemia, Renal, 1"
OMIM:130180,"Electroencephalogram, Low-Voltage"
OMIM:268650,Rudiger Syndrome
OMIM:122000,"Corneal Dystrophy, Posterior Polymorphous, 1"
OMIM:516020,Cytochrome B Of Complex Iii
OMIM:300607,"Epileptic Encephalopathy, Early Infantile, 8"
OMIM:215450,"Chorea, Benign Familial"
OMIM:600123,Atrioventricular Septal Defect With Blepharophimosis And Anal And Radial Defects
OMIM:124060,"Cytochrome P450, Subfamily I, Polypeptide 2"
OMIM:143880,"Hypercalcemia, Infantile"
OMIM:123853,Cyprus Facial Neuromusculoskeletal Syndrome
OMIM:221780,Dermatoglyphics--Hypothenar Radial Arch
OMIM:136820,"Fucosidase, Alpha-L, 2"
OMIM:229050,"Folate Malabsorption, Hereditary"
OMIM:213100,Cerebelloparenchymal Disorder Ii
OMIM:602554,Torsion Dystonia With Onset In Infancy
OMIM:607107,Nasopharyngeal Carcinoma
OMIM:615542,Testicular Anomalies With Or Without Congenital Heart Disease
OMIM:615425,"Epidermolysis Bullosa Simplex, Autosomal Recessive 2"
OMIM:609535,"Drug Metabolism, Poor, Cyp2c19-Related"
OMIM:603041,Mitochondrial Dna Depletion Syndrome 1 (Mngie Type)
OMIM:155140,Meckel Diverticulum
OMIM:268700,Saccharopinuria
OMIM:209950,"Atypical Mycobacteriosis, Familial"
OMIM:118430,Chlorpropamide-Alcohol Flushing
OMIM:613856,Achromatopsia 4
OMIM:607498,"Migraine With Or Without Aura, Susceptibility To, 3"
OMIM:615145,"Microphthalmia, Isolated, With Coloboma 9"
OMIM:601777,Cone-Rod Dystrophy 6
OMIM:188020,"Thrombocytopenia, Cyclic"
OMIM:277380,"Methylmalonic Aciduria And Homocystinuria, Cblf Type"
OMIM:614602,Trichohepatoenteric Syndrome 2
OMIM:605735,"Bleeding Disorder, Platelet-Type, 12"
OMIM:223800,Dyggve-Melchior-Clausen Disease
OMIM:209800,Australia Antigen
OMIM:131430,Eosinophilopenia
OMIM:176450,Currarino Syndrome
OMIM:219400,Cyanosis And Hepatic Disease
OMIM:137130,Gastric Sneezing
OMIM:601075,"Aplasia Cutis Congenita, High Myopia, And Cone-Rod Dysfunction"
OMIM:613796,"Mycobacterial And Viral Infections, Susceptibility To, Autosomal Recessive"
OMIM:601942,"Diabetes Mellitus, Insulin-Dependent, 10"
OMIM:182610,"Spastic Paraplegia, Epilepsy, And Mental Retardation"
OMIM:614876,Peroxisome Biogenesis Disorder 8a (Zellweger)
OMIM:613679,"Prothrombin Deficiency, Congenital"
OMIM:602114,"Nephropathy, Progressive Tubulointerstitial, With Cholestatic Liver Disease"
OMIM:615551,"Episodic Pain Syndrome, Familial, 2"
OMIM:133705,"External Auditory Canal, Bilateral Atresia Of, With Congenital Vertical Talus"
OMIM:611090,"Mental Retardation, Autosomal Recessive 12"
OMIM:273250,Testicular Regression Syndrome
OMIM:301220,"Pigmentary Disorder, Reticulate, With Systemic Manifestations"
OMIM:212720,Martsolf Syndrome
OMIM:244450,Kaufman Oculocerebrofacial Syndrome
OMIM:221750,"Pituitary Hormone Deficiency, Combined, 3"
OMIM:264300,17-Beta Hydroxysteroid Dehydrogenase Iii Deficiency
OMIM:236270,"Homocystinuria-Megaloblastic Anemia, Cble Complementation Type"
OMIM:615330,Multiple Mitochondrial Dysfunctions Syndrome 3
OMIM:611719,Combined Oxidative Phosphorylation Deficiency 5
OMIM:614172,Immunodeficiency 21
OMIM:223340,Dk Phocomelia Syndrome
OMIM:607876,"Epilepsy, Familial Adult Myoclonic, 2"
OMIM:108600,"Spastic Ataxia 1, Autosomal Dominant"
OMIM:207780,Aredyld
OMIM:300630,"Mental Retardation, X-Linked, Syndromic, Fried Type"
OMIM:126950,Dwarfism With Tall Vertebrae
OMIM:118400,Cherubism
OMIM:300266,"Spastic Paraplegia 16, X-Linked"
OMIM:271510,"Spondyloepimetaphyseal Dysplasia, Sponastrime Type"
OMIM:312870,"Simpson-Golabi-Behmel Syndrome, Type 1"
OMIM:257850,"Oculodentodigital Dysplasia, Autosomal Recessive"
OMIM:169610,"Pemphigus Vulgaris, Familial"
OMIM:109820,Bladder Diverticulum
OMIM:300695,"Scapuloperoneal Myopathy, X-Linked Dominant"
OMIM:130400,Electroencephalographic Peculiarity: Occipital Slow Beta Waves
OMIM:612813,"Spondyloepimetaphyseal Dysplasia, Aggrecan Type"
OMIM:228100,"Visceral Steatosis, Congenital"
OMIM:264470,Peroxisomal Acyl-Coa Oxidase Deficiency
OMIM:611929,"Camptodactyly Syndrome, Guadalajara, Type Iii"
OMIM:605289,Split-Hand/Foot Malformation 4
OMIM:245650,"Larsen-Like Syndrome, Lethal Type"
OMIM:611131,Retinitis Pigmentosa 37
OMIM:612416,Factor Xi Deficiency
OMIM:613803,Meier-Gorlin Syndrome 3
OMIM:609536,Complement Component 5 Deficiency
OMIM:138040,Glucocorticoid Receptor
OMIM:612572,Retinitis Pigmentosa 46
OMIM:277450,"Vitamin K-Dependent Clotting Factors, Combined Deficiency Of, 1"
OMIM:148840,Kleine-Levin Hibernation Syndrome
OMIM:153650,Epstein Syndrome
OMIM:609432,"Syndactyly, Mesoaxial Synostotic, With Phalangeal Reduction"
OMIM:187510,Tetramelic Monodactyly
OMIM:236792,L-2-Hydroxyglutaric Aciduria
OMIM:613406,Chromosome 15q24 Deletion Syndrome
OMIM:604931,Cortisone Reductase Deficiency 1
OMIM:308205,Ifap Syndrome With Or Without Bresheck Syndrome
OMIM:308830,"Keratosis Follicularis, Dwarfism, And Cerebral Atrophy"
OMIM:600649,"Carnitine Palmitoyltransferase Ii Deficiency, Infantile"
OMIM:248340,3mc Syndrome 3
OMIM:245200,Krabbe Disease
OMIM:127500,Dyschromatosis Universalis Hereditaria 1
OMIM:600541,Ets Variant Gene 1
OMIM:185800,"Symphalangism, Proximal, 1a"
OMIM:615615,Immunodeficiency 18
OMIM:158320,Muir-Torre Syndrome
OMIM:614877,Peroxisome Biogenesis Disorder 8b
OMIM:271322,Spinocerebellar Degeneration With Slow Eye Movements
OMIM:178350,Pubic Bone Dysplasia
OMIM:611091,"Mental Retardation, Autosomal Recessive 5"
OMIM:603438,"Radioulnar Synostosis With Microcephaly, Short Stature, Scoliosis, And Mental Retardation"
OMIM:142310,Hemoglobin--Zeta Locus
OMIM:120430,Coloboma Of Optic Nerve
OMIM:150900,Lentigines
OMIM:268220,Rhabdomyosarcoma 2
OMIM:203550,Alopecia-Contractures-Dwarfism Mental Retardation Syndrome
OMIM:610381,Cone-Rod Dystrophy 11
OMIM:601076,"Mullerian Duct Aplasia, Unilateral Renal Agenesis, And Cervicothoracic Somite Anomalies"
OMIM:159950,Spinal Muscular Atrophy With Progressive Myoclonic Epilepsy
OMIM:309120,"Spermatogenic Failure, X-Linked, 2"
OMIM:201475,"Acyl-Coa Dehydrogenase, Very Long-Chain, Deficiency Of"
OMIM:615155,Steel Syndrome
OMIM:178200,"Pterygium, Antecubital"
OMIM:202400,"Afibrinogenemia, Congenital"
OMIM:610489,"Pigmented Nodular Adrenocortical Disease, Primary, 1"
OMIM:614111,Pyruvate Dehydrogenase E1-Beta Deficiency
OMIM:611093,"Mental Retardation, Autosomal Recessive 7"
OMIM:216900,Achromatopsia 2
OMIM:615552,"Episodic Pain Syndrome, Familial, 3"
OMIM:278000,Lysosomal Acid Lipase Deficiency
OMIM:604292,"Ectrodactyly, Ectodermal Dysplasia, And Cleft Lip/Palate Syndrome 3"
OMIM:113900,"Progressive Familial Heart Block, Type Ia"
OMIM:157600,Mirror Movements 1
OMIM:159800,"Myoclonus, Cerebellar Ataxia, And Deafness"
OMIM:611783,"Erythrocytosis, Familial, 4"
OMIM:613983,Retinitis Pigmentosa 60
OMIM:125595,Dermatopathia Pigmentosa Reticularis
OMIM:274700,Thyroid Dyshormonogenesis 3
OMIM:614290,Tetrasomy 18p
OMIM:168850,"Patella Aplasia, Coxa Vara, And Tarsal Synostosis"
OMIM:314390,"Vacterl Association, X-Linked, With Or Without Hydrocephalus"
OMIM:188030,"Thrombocytopenic Purpura, Autoimmune"
OMIM:308800,"Keratosis Follicularis Spinulosa Decalvans, X-Linked"
OMIM:609654,Short Stature And Facioauriculothoracic Malformations
OMIM:611820,Long Qt Syndrome 11
OMIM:261560,Pfeiffer-Palm-Teller Syndrome
OMIM:150699,"Leiomyoma, Uterine"
OMIM:117850,Cervical Hypertrichosis With Underlying Kyphoscoliosis
OMIM:300475,"Deafness, Dystonia, And Cerebral Hypomyelination"
OMIM:232600,Glycogen Storage Disease V
OMIM:210500,"Biliary Atresia, Extrahepatic"
OMIM:125480,Major Affective Disorder 1
OMIM:615147,"Retinal Dystrophy, Iris Coloboma, And Comedogenic Acne Syndrome"
OMIM:184450,"Stuttering, Familial Persistent, 1"
OMIM:312500,"Reticuloendotheliosis, X-Linked"
OMIM:107600,"Aplasia Cutis Congenita, Nonsyndromic"
OMIM:260130,"Pachyonychia Congenita, Autosomal Recessive"
OMIM:613628,Odontoid Hypoplasia
OMIM:300640,"Invasive Pneumococcal Disease, Recurrent Isolated, 2"
OMIM:613804,Meier-Gorlin Syndrome 4
OMIM:267300,"Renal Tubular Acidosis, Distal, With Progressive Nerve Deafness"
OMIM:238320,"Leydig Cell Hypoplasia, Type I"
OMIM:271520,Spondylocostal Dysostosis With Anal Atresia And Urogenital Anomalies
OMIM:147400,"Incisors, Shovel-Shaped"
OMIM:107320,"Antiphospholipid Syndrome, Familial"
OMIM:163700,"Nipples, Supernumerary"
OMIM:136120,Fish-Eye Disease
OMIM:312910,Spastic Paraparesis And Deafness
OMIM:611228,"Charcot-Marie-Tooth Disease, Type 4j"
OMIM:606445,Persistent Polyclonal B-Cell Lymphocytosis
OMIM:143500,Gilbert Syndrome
OMIM:102730,"Adenosine Deaminase, Elevated, Hemolytic Anemia Due To"
OMIM:611961,Stevenson-Carey Syndrome
OMIM:611092,"Mental Retardation, Autosomal Recessive 6"
OMIM:144650,"Hyperlipoproteinemia, Type V"
OMIM:247800,"Lymphopenic Hypergammaglobulinemia, Antibody Deficiency, Autoimmune Hemolytic Anemia, And Glomerulonephritis"
OMIM:113450,Brachydactyly-Distal Symphalangism Syndrome
OMIM:173470,"Integrin, Beta-3"
OMIM:610319,"Rhizomelic Dysplasia, Scoliosis, And Retinitis Pigmentosa"
OMIM:148360,"Keratoderma, Palmoplantar, With Nail Dystrophy And Hereditary Motor-Sensory Neuropathy"
OMIM:612951,"Leukoencephalopathy, Cystic, Without Megalencephaly"
OMIM:269150,Schinzel-Giedion Midface Retraction Syndrome
OMIM:264480,Pseudotrisomy 13 Syndrome
OMIM:203655,Alopecia Universalis Congenita
OMIM:182815,Spastic Paraplegia With Neuropathy And Poikiloderma
OMIM:219090,"Pituitary Adenoma, Acth-Secreting"
OMIM:241850,"Hypothyroidism, Athyroidal, With Spiky Hair And Cleft Palate"
OMIM:258865,Orofaciodigital Syndrome Ix
OMIM:268000,Retinitis Pigmentosa
OMIM:614470,"Autoimmune Lymphoproliferative Syndrome, Type Iv"
OMIM:615553,"Arthrogryposis, Mental Retardation, And Seizures"
OMIM:269840,Selective T-Cell Defect
OMIM:265950,Pyloric Atresia
OMIM:193003,"Nystagmus 4, Congenital, Autosomal Dominant"
OMIM:610382,"Prosopagnosia, Hereditary"
OMIM:117000,Central Core Disease Of Muscle
OMIM:606068,Retinitis Pigmentosa 28
OMIM:254700,"Myeloproliferative Disease, Autosomal Recessive"
OMIM:615156,"Progressive External Ophthalmoplegia With Mitochondrial Dna Deletions, Autosomal Dominant, 6"
OMIM:300033,Forkhead Box O4
OMIM:133239,Esophageal Cancer
OMIM:610185,"Cerebellar Ataxia, Mental Retardation, And Dysequilibrium Syndrome 2"
OMIM:277200,"Right Ventricular Hypoplasia, Isolated"
OMIM:145350,Hypertaurinuric Cardiomyopathy
OMIM:614800,"Short Stature, Optic Nerve Atrophy, And Pelger-Huet Anomaly"
OMIM:602557,"Spondyloepimetaphyseal Dysplasia, Shohat Type"
OMIM:610551,"Herpes Simplex Encephalitis, Susceptibility To, 1"
OMIM:164745,Omodysplasia 2
OMIM:611634,"Febrile Seizures, Familial, 9"
OMIM:613603,Chromosome 4q32.1-Q32.2 Triplication Syndrome
OMIM:609069,Pancreatic And Cerebellar Agenesis
OMIM:613280,"Hypermanganesemia With Dystonia, Polycythemia, And Cirrhosis"
OMIM:118980,"Clavicle, Pseudarthrosis Of, Congenital"
OMIM:609655,"Talo-Patello-Scaphoid Osteolysis, Synovitis, And Short Fourth Metacarpals"
OMIM:610187,Diaphragmatic Hernia 3
OMIM:601450,"Dislocation Of Hip, Congenital, With Hyperextensibility Of Fingers And Facial Dysmorphism"
OMIM:238340,Hyperleucine-Isoleucinemia
OMIM:610374,"Diabetes Mellitus, Transient Neonatal, 2"
OMIM:125310,"Cerebral Arteriopathy, Autosomal Dominant, With Subcortical Infarcts And Leukoencephalopathy"
OMIM:601086,"Laterality Defects, Autosomal Dominant"
OMIM:602032,"Ectodermal Dysplasia 4, Hair/Nail Type"
OMIM:158330,Mullerian Aplasia And Hyperandrogenism
OMIM:168200,Paramolar Tubercle Of Bolk
OMIM:251880,Mitochondrial Dna Depletion Syndrome 3 (Hepatocerebral Type)
OMIM:253200,Mucopolysaccharidosis Type Vi
OMIM:236130,Homocarnosinosis
OMIM:613282,"Fatty Liver Disease, Nonalcoholic, Susceptibility To, 1"
OMIM:128500,Ear Folding
OMIM:177980,"Pterygia, Mental Retardation, And Distinctive Craniofacial Features"
OMIM:609820,"Erythrocytosis, Familial, 3"
OMIM:238950,"Hyperopia, High"
OMIM:300476,"Cone-Rod Dystrophy, X-Linked, 3"
OMIM:262800,"Plasma Clot Retraction Factor, Deficiency Of"
OMIM:614826,"Nystagmus 7, Congenital, Autosomal Dominant"
OMIM:300886,"Mental Retardation, X-Linked, Syndromic 32"
OMIM:613805,Meier-Gorlin Syndrome 5
OMIM:614418,"Febrile Seizures, Familial, 11"
OMIM:138300,Glutathione Reductase
OMIM:159555,Lysine-Specific Methyltransferase 2a
OMIM:126250,Distal Osteosclerosis
OMIM:121820,"Corneal Dystrophy, Epithelial Basement Membrane"
OMIM:241000,Hypogonadism With Low-Grade Mental Deficiency And Microcephaly
OMIM:155145,"Cleft, Median, Of Upper Lip With Polyps Of Facial Skin And Nasal Mucosa"
OMIM:125520,Cayler Cardiofacial Syndrome
OMIM:257150,Neutrophil Actin Dysfunction
OMIM:611962,Hunter-Macdonald Syndrome
OMIM:251450,Desbuquois Dysplasia 1
OMIM:107100,Anorectal Anomalies
OMIM:174000,Medullary Cystic Kidney Disease 1
OMIM:266910,Renal Dysplasia-Limb Defects Syndrome
OMIM:218340,Temtamy Syndrome
OMIM:208050,Arterial Tortuosity Syndrome
OMIM:126100,"Dimples, Facial"
OMIM:604302,"Rheumatoid Arthritis, Systemic Juvenile"
OMIM:308600,"Jaundice, Familial Obstructive, Of Infancy"
OMIM:614113,"Mental Retardation, Autosomal Dominant 2"
OMIM:144200,"Palmoplantar Keratoderma, Epidermolytic"
OMIM:124480,"Deafness, Congenital, And Onychodystrophy, Autosomal Dominant"
OMIM:613124,"Hydrops Fetalis, Nonimmune, With Gracile Bones And Dysmorphic Features"
OMIM:615554,Multiple Fibroadenomas Of The Breast
OMIM:234810,"Pulmonary Venoocclusive Disease 2, Autosomal Recessive"
OMIM:609441,"Chondrodysplasia, Acromesomelic, With Genital Anomalies"
OMIM:194070,Wilms Tumor 1
OMIM:612731,Faciocardiomelic Syndrome
OMIM:256810,Mitochondrial Dna Depletion Syndrome 6 (Hepatocerebral Type)
OMIM:610773,Mitochondrial Phosphate Carrier Deficiency
OMIM:614292,"Myopia, High, With Cataract And Vitreoretinal Degeneration"
OMIM:145420,"Hypertelorism, Teebi Type"
OMIM:185100,"Strabismus, Susceptibility To"
OMIM:102100,"Acromegaloid Changes, Cutis Verticis Gyrata, And Corneal Leukoma"
OMIM:210900,Bloom Syndrome
OMIM:615157,"Mitochondrial Complex Iii Deficiency, Nuclear Type 2"
OMIM:149600,"Labia Minora, Incomplete Adhesion Of"
OMIM:600348,Band Heterotopia Of Brain
OMIM:607236,"Hypoprebetalipoproteinemia, Acanthocytosis, Retinitis Pigmentosa, And Pallidal Degeneration"
OMIM:218550,Craniosynostosis With Fibular Aplasia
OMIM:222800,Bisphosphoglycerate Mutase Deficiency
OMIM:134540,"Factor Ix And Factor Xi, Combined Deficiency Of"
OMIM:206600,Anhidrosis
OMIM:605309,Macrocephaly/Autism Syndrome
OMIM:265500,Pulmonic Stenosis
OMIM:600209,"Exostoses, Multiple, Type Iii"
OMIM:139210,Myhre Syndrome
OMIM:614614,"Deafness, Autosomal Dominant 4b"
OMIM:305690,Genitourinary Tract Anomalies
OMIM:183050,Spinocerebellar Ataxia With Rigidity And Peripheral Neuropathy
OMIM:601453,Trichodental Dysplasia
OMIM:164700,Olivopontocerebellar Atrophy V
OMIM:211920,"Camptodactyly Syndrome, Guadalajara, Type Ii"
OMIM:602558,Craniomicromelic Syndrome
OMIM:268010,Retinitis Pigmentosa Inversa With Deafness
OMIM:615546,Van Maldergem Syndrome 2
OMIM:274000,Thrombocytopenia-Absent Radius Syndrome
OMIM:139900,"Hand Skill, Relative"
OMIM:615604,L-Ferritin Deficiency
OMIM:269160,Schizencephaly
OMIM:103400,Ainhum
OMIM:613977,"Cyanosis, Transient Neonatal"
OMIM:515000,Chloramphenicol Toxicity
OMIM:308100,"Ichthyosis, X-Linked"
OMIM:242850,Immune Deficiency Disease
OMIM:309541,"Methylmalonic Acidemia And Homocysteinemia, Cblx Type"
OMIM:260540,Parkinson-Dementia Syndrome
OMIM:607196,"Microcephaly, Amish Type"
OMIM:311510,"Parkinsonism, Early-Onset, With Mental Retardation"
OMIM:159100,"Muscular Hypoplasia, Congenital Universal, Of Krabbe"
OMIM:167750,"Pancreas, Annular"
OMIM:611291,"Severe Combined Immunodeficiency With Microcephaly, Growth Retardation, And Sensitivity To Ionizing Radiation"
OMIM:159556,"Myeloid/Lymphoid Or Mixed Lineage Leukemia, Translocated To, 1"
OMIM:609821,"Bleeding Disorder, Platelet-Type, 8"
OMIM:176705,Prohibitin
OMIM:614080,Multiple Congenital Anomalies-Hypotonia-Seizures Syndrome 1
OMIM:300887,"Aplasia Cutis Congenita, Reticulolinear, With Microcephaly, Facial Dysmorphism, And Other Congenital Anomalies"
OMIM:612740,"Porphyria, Acute Hepatic"
OMIM:202600,Agenesis Of Cerebral White Matter
OMIM:127700,"Dyslexia, Susceptibility To, 1"
OMIM:204800,"Amobarbital, Deficient N-Hydroxylation Of"
OMIM:208920,"Ataxia, Early-Onset, With Oculomotor Apraxia And Hypoalbuminemia"
OMIM:219100,"Cutis Laxa, Autosomal Recessive, Type Ia"
OMIM:220219,"Dandy-Walker Malformation With Mental Retardation, Macrocephaly, Myopia, And Brachytelephalangy"
OMIM:231005,"Gaucher Disease, Type Iiic"
OMIM:278200,"Woolly Hair, Hypotrichosis, Everted Lower Lip, And Outstanding Ears"
OMIM:146350,Hypophosphatemic Bone Disease
OMIM:167600,"Palmaris Longus Muscle, Absence Of"
OMIM:613730,"Hemorrhagic Destruction Of The Brain, Subependymal Calcification, And Cataracts"
OMIM:614114,Mosaic Variegated Aneuploidy Syndrome 2
OMIM:300831,Ck Syndrome
OMIM:615555,Hyperprolactinemia
OMIM:194071,Wilms Tumor 2
OMIM:609442,"Valproate Embryopathy, Susceptibility To"
OMIM:193005,"Vestibulocochlear Dysfunction, Progressive"
OMIM:607080,"46,Xy Gonadal Dysgenesis, Partial, With Minifascicular Neuropathy"
